callsign,icao24,origin,destination,firstseen
AAL1569,abe2a3,KPHX,KBOS,1/9/2020
JBU1214,a8c796,KDFW,KBOS,1/9/2020
RPA6139,a1d0a3,KORD,KBOS,1/9/2020
UAL2053,a562aa,KIAH,KBOS,1/9/2020
AAL888,ac86af,KORD,KBOS,1/9/2020
UAL301,a51763,KORD,KBOS,1/9/2020
JBU2336,a2d27c,KDTW,KBOS,1/9/2020
DAL988,a38992,KDTW,KBOS,1/9/2020
AAL1148,a14f95,KDFW,KBOS,1/9/2020
JBU598,addadb,KSEA,KBOS,1/9/2020
DAL1163,a48e3a,KSEA,KBOS,1/9/2020
JBU488,ad1927,KLAX,KBOS,1/9/2020
UAL578,a44588,KORD,KBOS,1/9/2020
RPA6142,a23bfb,KORD,KBOS,1/9/2020
AAL2320,a70c67,KPHX,KBOS,1/9/2020
DAL1145,a3f4ea,KDTW,KBOS,1/9/2020
AAL2579,a6e4e8,KDFW,KBOS,1/9/2020
JBU688,add734,KLAX,KBOS,1/9/2020
JBU312,a25238,KORD,KBOS,1/9/2020
AAL2321,aa4ac9,KORD,KBOS,1/9/2020
AAL167,acab11,KLAX,KBOS,1/9/2020
JBU1932,a7e20a,KIAH,KBOS,1/9/2020
AAL382,ac7a52,KLAX,KBOS,1/9/2020
DAL1082,a3e9c5,KDTW,KBOS,1/9/2020
AAL1251,acd1f6,KORD,KBOS,1/9/2020
JBU1336,a20d01,KDTW,KBOS,1/9/2020
AAL2763,acc3b4,KPHX,KBOS,1/9/2020
JBU1712,a44728,KORD,KBOS,1/10/2020
UAL1578,a28928,KIAH,KBOS,1/10/2020
UAL790,a288ff,KORD,KBOS,1/10/2020
JBU2112,a186ad,KORD,KBOS,1/10/2020
ASA24,a2919a,KSEA,KBOS,1/10/2020
AAL1456,ad237f,KDFW,KBOS,1/10/2020
AAL1172,acd964,KORD,KBOS,1/10/2020
JBU714,a7167f,KDFW,KBOS,1/10/2020
DAL1237,a48e46,KDTW,KBOS,1/10/2020
RPA5912,a1d0a3,KORD,KBOS,1/10/2020
AAL2682,acd5ad,KORD,KBOS,1/10/2020
AAL1890,ac7a5e,KDFW,KBOS,1/10/2020
UAL670,a445ee,KORD,KBOS,1/10/2020
JBU602,a8a017,KPHX,KBOS,1/10/2020
JBU988,adabfe,KLAX,KBOS,1/10/2020
AAL2588,ad63a1,KPHX,KBOS,1/10/2020
DAL2932,a98219,KLAX,KBOS,1/10/2020
AAL2455,adc8e7,KLAX,KBOS,1/10/2020
UAL2402,a0a900,KLAX,KBOS,1/10/2020
JBU498,adb723,KSEA,KBOS,1/10/2020
JBU412,a3619c,KORD,KBOS,1/10/2020
UAL342,a4b21b,KORD,KBOS,1/10/2020
RPA5890,a1b092,KORD,KBOS,1/10/2020
DAL2437,ac85ce,KDTW,KBOS,1/10/2020
JBU2036,a2d27c,KDTW,KBOS,1/10/2020
AAL2747,abf17f,KDFW,KBOS,1/10/2020
UAL1572,a23a28,KORD,KBOS,1/10/2020
UAL1253,a4f752,KIAH,KBOS,1/10/2020
JBU288,ad6bdc,KLAX,KBOS,1/10/2020
RPA5904,a1c57e,KORD,KBOS,1/10/2020
AAL2723,a3b4d6,KORD,KBOS,1/10/2020
UAL1420,aaeb0e,KORD,KBOS,1/10/2020
DAL1492,a38992,KDTW,KBOS,1/10/2020
JBU1012,a15b77,KORD,KBOS,1/10/2020
ASA12,a535c2,KSEA,KBOS,1/10/2020
DAL1526,a95dba,KLAX,KBOS,1/10/2020
AAL1423,add2b6,KLAX,KBOS,1/10/2020
UAL824,aaa267,KLAX,KBOS,1/10/2020
AAL1569,ab8fee,KPHX,KBOS,1/10/2020
JBU1214,a6c3ca,KDFW,KBOS,1/10/2020
UAL2053,aaf633,KIAH,KBOS,1/10/2020
AAL167,a04b24,KLAX,KBOS,1/10/2020
RPA6139,a24720,KORD,KBOS,1/10/2020
AAL888,acd838,KORD,KBOS,1/10/2020
JBU2336,a2d27c,KDTW,KBOS,1/10/2020
UAL301,a57f04,KORD,KBOS,1/10/2020
ASA1360,a7b779,KLAX,KBOS,1/10/2020
AAL1853,a09cad,KDFW,KBOS,1/10/2020
DAL988,a4077d,KDTW,KBOS,1/10/2020
AAL1148,a17e76,KDFW,KBOS,1/10/2020
DAL1163,a4995f,KSEA,KBOS,1/10/2020
JBU488,adde95,KLAX,KBOS,1/10/2020
UAL578,ab3a0c,KORD,KBOS,1/10/2020
JBU598,ace063,KSEA,KBOS,1/10/2020
JBU1712,a1a917,KORD,KBOS,1/10/2020
AAL2320,acab11,KPHX,KBOS,1/10/2020
RPA6142,ac159a,KORD,KBOS,1/10/2020
DAL1145,a38992,KDTW,KBOS,1/10/2020
AAL2321,aa435b,KORD,KBOS,1/10/2020
JBU688,ad7e6f,KLAX,KBOS,1/10/2020
JBU1932,a65104,KIAH,KBOS,1/10/2020
DAL1082,a35012,KDTW,KBOS,1/10/2020
AAL1251,acc31a,KORD,KBOS,1/10/2020
JBU1336,a3b808,KDTW,KBOS,1/10/2020
AAL2763,a78e09,KPHX,KBOS,1/11/2020
JBU2112,a3f0bc,KORD,KBOS,1/11/2020
UAL1578,a1239c,KIAH,KBOS,1/11/2020
UAL790,ab540d,KORD,KBOS,1/11/2020
AAL1172,ac267c,KORD,KBOS,1/11/2020
DAL1237,a3d3f0,KDTW,KBOS,1/11/2020
RPA5912,a1b092,KORD,KBOS,1/11/2020
AAL2682,ad1c11,KORD,KBOS,1/11/2020
UAL670,a923a8,KORD,KBOS,1/11/2020
ASA24,a1cc1f,KSEA,KBOS,1/11/2020
JBU602,aa600a,KPHX,KBOS,1/11/2020
JBU714,a83876,KDFW,KBOS,1/11/2020
AAL1890,ad83b2,KDFW,KBOS,1/11/2020
JBU988,ad7ab8,KLAX,KBOS,1/11/2020
DAL2932,a95dba,KLAX,KBOS,1/11/2020
AAL2588,ad0725,KPHX,KBOS,1/11/2020
AAL2455,add2b6,KLAX,KBOS,1/11/2020
UAL2402,a14700,KLAX,KBOS,1/11/2020
JBU498,adc5ff,KSEA,KBOS,1/11/2020
JBU412,a3f473,KORD,KBOS,1/11/2020
UAL342,ab48e8,KORD,KBOS,1/11/2020
JBU2036,a29611,KDTW,KBOS,1/11/2020
JBU288,adbaca,KLAX,KBOS,1/11/2020
AAL2747,ac5cd7,KDFW,KBOS,1/11/2020
AAL2723,aa4ac9,KORD,KBOS,1/11/2020
UAL511,a273f5,KORD,KBOS,1/11/2020
RPA5904,a230d6,KORD,KBOS,1/11/2020
JBU1012,a42ace,KORD,KBOS,1/11/2020
ASA12,a2b919,KSEA,KBOS,1/11/2020
UAL1253,a28904,KIAH,KBOS,1/11/2020
DAL1526,a98539,KLAX,KBOS,1/11/2020
AAL1423,adc8e7,KLAX,KBOS,1/11/2020
DAL510,a06e11,KDTW,KBOS,1/11/2020
UAL824,a059e3,KLAX,KBOS,1/11/2020
AAL1569,ab5993,KPHX,KBOS,1/11/2020
DAL2527,a4478d,KDTW,KBOS,1/11/2020
ASA1360,a4ca6a,KLAX,KBOS,1/11/2020
AAL167,add66d,KLAX,KBOS,1/11/2020
JBU2336,a3b808,KDTW,KBOS,1/11/2020
UAL301,a4b5d2,KORD,KBOS,1/11/2020
AAL1853,a6c88e,KDFW,KBOS,1/11/2020
DAL1163,a4491f,KSEA,KBOS,1/11/2020
DAL1145,a05b7e,KDTW,KBOS,1/11/2020
JBU688,ad60b7,KLAX,KBOS,1/11/2020
AAL2579,a0d90c,KDFW,KBOS,1/11/2020
AAL382,ac72e4,KLAX,KBOS,1/11/2020
JBU1336,a2fdb2,KDTW,KBOS,1/11/2020
UAL1578,a0bf26,KIAH,KBOS,1/12/2020
JBU1932,a3a575,KIAH,KBOS,1/12/2020
AAL1456,acf0db,KDFW,KBOS,1/12/2020
JBU714,a1741a,KDFW,KBOS,1/12/2020
DAL1237,a45f64,KDTW,KBOS,1/12/2020
DAL8924,a89fa3,KDTW,KBOS,1/12/2020
JBU602,a8a017,KPHX,KBOS,1/12/2020
JBU988,adb35c,KLAX,KBOS,1/12/2020
AAL2455,a0f91d,KLAX,KBOS,1/12/2020
AAL2588,a6d9c3,KPHX,KBOS,1/12/2020
JBU498,ad7701,KSEA,KBOS,1/12/2020
UAL1253,ab2169,KIAH,KBOS,1/12/2020
JBU288,ad2095,KLAX,KBOS,1/12/2020
JBU2036,a1a917,KDTW,KBOS,1/12/2020
UAL342,a50887,KORD,KBOS,1/12/2020
RPA5904,a23fb2,KORD,KBOS,1/12/2020
UAL1420,ac15d1,KORD,KBOS,1/12/2020
ASA12,a5521c,KSEA,KBOS,1/12/2020
JBU1012,a1741a,KORD,KBOS,1/12/2020
DAL1526,a98219,KLAX,KBOS,1/12/2020
UAL824,a46d8f,KLAX,KBOS,1/12/2020
AAL1423,a0c42c,KLAX,KBOS,1/12/2020
AAL1569,abbb24,KPHX,KBOS,1/12/2020
AAL1853,ade8fa,KDFW,KBOS,1/12/2020
UAL2053,a620b7,KIAH,KBOS,1/12/2020
AAL167,a06646,KLAX,KBOS,1/12/2020
ASA1360,a74e7a,KLAX,KBOS,1/12/2020
UAL301,a92367,KORD,KBOS,1/12/2020
RPA6139,a1acdb,KORD,KBOS,1/12/2020
AAL1148,a15e71,KDFW,KBOS,1/12/2020
UAL578,a5ca4b,KORD,KBOS,1/12/2020
RPA6142,abf1d2,KORD,KBOS,1/12/2020
AAL2321,aa435b,KORD,KBOS,1/12/2020
AAL2763,a6e131,KPHX,KBOS,1/13/2020
AAL2579,a757ae,KDFW,KBOS,1/13/2020
UAL790,aa7426,KORD,KBOS,1/13/2020
JBU714,a42ace,KDFW,KBOS,1/13/2020
AAL1456,ad4afe,KDFW,KBOS,1/13/2020
ASA24,a5320b,KSEA,KBOS,1/13/2020
UAL1578,a28928,KIAH,KBOS,1/13/2020
AAL1172,ad574f,KORD,KBOS,1/13/2020
RPA5912,a1acdb,KORD,KBOS,1/13/2020
AAL1890,ac5cd7,KDFW,KBOS,1/13/2020
AAL2682,acce3f,KORD,KBOS,1/13/2020
UAL670,a94b02,KORD,KBOS,1/13/2020
JBU2112,a22702,KORD,KBOS,1/13/2020
JBU602,a869bc,KPHX,KBOS,1/13/2020
JBU988,ad646e,KLAX,KBOS,1/13/2020
AAL2588,ad4c2a,KPHX,KBOS,1/13/2020
DAL2932,a98219,KLAX,KBOS,1/13/2020
DAL2224,a4462e,KSEA,KBOS,1/13/2020
UAL2402,a05a01,KLAX,KBOS,1/13/2020
AAL2455,a0c42c,KLAX,KBOS,1/13/2020
JBU498,adcd6d,KSEA,KBOS,1/13/2020
UAL342,a4d99a,KORD,KBOS,1/13/2020
RPA5890,a19a48,KORD,KBOS,1/13/2020
AAL2747,adb014,KDFW,KBOS,1/13/2020
UAL1572,aaa58b,KORD,KBOS,1/13/2020
JBU288,acca19,KLAX,KBOS,1/13/2020
UAL1253,abbbae,KIAH,KBOS,1/13/2020
AAL2723,a3b88e,KORD,KBOS,1/13/2020
RPA5904,a1d0a3,KORD,KBOS,1/13/2020
UAL1420,ab128d,KORD,KBOS,1/13/2020
ASA12,a4b420,KSEA,KBOS,1/13/2020
JBU1012,a27600,KORD,KBOS,1/13/2020
DAL1526,a98539,KLAX,KBOS,1/13/2020
AAL1423,aced23,KLAX,KBOS,1/13/2020
UAL824,a494eb,KLAX,KBOS,1/13/2020
AAL1569,ab774b,KPHX,KBOS,1/13/2020
JBU1214,ab355c,KDFW,KBOS,1/13/2020
JBU312,a37a3f,KORD,KBOS,1/13/2020
RPA6139,a21fa1,KORD,KBOS,1/13/2020
ASA1360,a657b9,KLAX,KBOS,1/13/2020
AAL888,ad84de,KORD,KBOS,1/13/2020
UAL301,a55785,KORD,KBOS,1/13/2020
UAL2053,ab2169,KIAH,KBOS,1/13/2020
DAL1163,a47597,KSEA,KBOS,1/13/2020
AAL1148,a17708,KDFW,KBOS,1/13/2020
JBU488,ad7ab8,KLAX,KBOS,1/13/2020
JBU598,adb35c,KSEA,KBOS,1/13/2020
JBU1712,a2b622,KORD,KBOS,1/13/2020
AAL167,a07522,KLAX,KBOS,1/13/2020
RPA6142,ab35a9,KORD,KBOS,1/13/2020
AAL2320,a13501,KPHX,KBOS,1/13/2020
AAL2321,ab6b02,KORD,KBOS,1/13/2020
AAL2579,ad857e,KDFW,KBOS,1/13/2020
JBU688,adb723,KLAX,KBOS,1/13/2020
UAL578,a05ddc,KORD,KBOS,1/13/2020
JBU412,a4034f,KORD,KBOS,1/13/2020
AAL382,a10931,KLAX,KBOS,1/13/2020
JBU1932,a84d62,KIAH,KBOS,1/13/2020
AAL1251,ad5fea,KORD,KBOS,1/13/2020
AAL2763,a17c95,KPHX,KBOS,1/14/2020
UAL790,a43e5c,KORD,KBOS,1/14/2020
JBU2112,a37df6,KORD,KBOS,1/14/2020
UAL1578,a43e83,KIAH,KBOS,1/14/2020
ASA24,a1efe7,KSEA,KBOS,1/14/2020
AAL1172,ac1190,KORD,KBOS,1/14/2020
JBU714,a6a3c2,KDFW,KBOS,1/14/2020
AAL1456,accd13,KDFW,KBOS,1/14/2020
RPA5912,a19dff,KORD,KBOS,1/14/2020
AAL2682,ac8a66,KORD,KBOS,1/14/2020
AAL1890,ad6884,KDFW,KBOS,1/14/2020
UAL670,a46d8f,KORD,KBOS,1/14/2020
JBU1336,a15b77,KDTW,KBOS,1/14/2020
JBU602,aa600a,KPHX,KBOS,1/14/2020
JBU988,acf54f,KLAX,KBOS,1/14/2020
AAL2455,acf0da,KLAX,KBOS,1/14/2020
AAL2588,acdfa6,KPHX,KBOS,1/14/2020
DAL2932,a98539,KLAX,KBOS,1/14/2020
UAL2402,a0817f,KLAX,KBOS,1/14/2020
JBU498,adbaca,KSEA,KBOS,1/14/2020
RPA5890,a1a1b6,KORD,KBOS,1/14/2020
UAL342,a62bdc,KORD,KBOS,1/14/2020
DAL2437,ab4b34,KDTW,KBOS,1/14/2020
UAL1572,a4e108,KORD,KBOS,1/14/2020
UAL1253,a8856d,KIAH,KBOS,1/14/2020
JBU288,ad7e6f,KLAX,KBOS,1/14/2020
AAL2723,acf849,KORD,KBOS,1/14/2020
UAL1420,ac55f3,KORD,KBOS,1/14/2020
RPA5904,a1b092,KORD,KBOS,1/14/2020
JBU1012,a42ace,KORD,KBOS,1/14/2020
ASA12,a5521c,KSEA,KBOS,1/14/2020
UAL824,a9dce9,KLAX,KBOS,1/14/2020
DAL1526,a95dba,KLAX,KBOS,1/14/2020
AAL1569,aae6cd,KPHX,KBOS,1/14/2020
JBU312,a3418b,KORD,KBOS,1/14/2020
JBU1214,a97310,KDFW,KBOS,1/14/2020
RPA6139,a1a924,KORD,KBOS,1/14/2020
ASA1360,a78ffa,KLAX,KBOS,1/14/2020
AAL167,a082ac,KLAX,KBOS,1/14/2020
AAL888,ac1190,KORD,KBOS,1/14/2020
UAL301,a62bdc,KORD,KBOS,1/14/2020
DAL1163,a6fb2e,KSEA,KBOS,1/14/2020
UAL2053,ab28d7,KIAH,KBOS,1/14/2020
AAL1148,a1735d,KDFW,KBOS,1/14/2020
JBU488,ad6bdc,KLAX,KBOS,1/14/2020
UAL578,a92365,KORD,KBOS,1/14/2020
JBU598,ad1cde,KSEA,KBOS,1/14/2020
JBU1712,a43fba,KORD,KBOS,1/14/2020
RPA6142,ab282b,KORD,KBOS,1/14/2020
JBU688,acf906,KLAX,KBOS,1/14/2020
AAL2321,aa02ab,KORD,KBOS,1/14/2020
AAL2579,a13501,KDFW,KBOS,1/14/2020
AAL2320,a6cc45,KPHX,KBOS,1/14/2020
AAL382,acf0da,KLAX,KBOS,1/14/2020
AAL1251,acf849,KORD,KBOS,1/14/2020
AAL2763,a0cfbd,KPHX,KBOS,1/14/2020
JBU2112,a35de5,KORD,KBOS,1/14/2020
AAL1172,ad6758,KORD,KBOS,1/15/2020
JBU1932,a6ab27,KIAH,KBOS,1/15/2020
UAL1578,a43ee5,KIAH,KBOS,1/15/2020
AAL1456,ad73a9,KDFW,KBOS,1/15/2020
JBU714,aa589c,KDFW,KBOS,1/15/2020
UAL790,a43ea6,KORD,KBOS,1/15/2020
RPA5912,a1be10,KORD,KBOS,1/15/2020
UAL670,a494eb,KORD,KBOS,1/15/2020
JBU602,a752ea,KPHX,KBOS,1/15/2020
JBU988,ad2095,KLAX,KBOS,1/15/2020
DAL2932,a95dba,KLAX,KBOS,1/15/2020
AAL2455,a0f91d,KLAX,KBOS,1/15/2020
JBU498,adabfe,KSEA,KBOS,1/15/2020
UAL342,a76028,KORD,KBOS,1/15/2020
RPA5890,a21fa1,KORD,KBOS,1/15/2020
UAL1572,a1235b,KORD,KBOS,1/15/2020
JBU288,ada227,KLAX,KBOS,1/15/2020
UAL1253,ab741e,KIAH,KBOS,1/15/2020
RPA5904,a23fb2,KORD,KBOS,1/15/2020
UAL1420,a5e095,KORD,KBOS,1/15/2020
JBU1012,a33a1d,KORD,KBOS,1/15/2020
ASA12,a5db2c,KSEA,KBOS,1/15/2020
UAL824,a9dce9,KLAX,KBOS,1/15/2020
AAL1569,ab1d28,KPHX,KBOS,1/15/2020
AAL1853,ade543,KDFW,KBOS,1/15/2020
JBU1214,a683a8,KDFW,KBOS,1/15/2020
JBU312,a44728,KORD,KBOS,1/15/2020
ASA1360,a7486a,KLAX,KBOS,1/15/2020
UAL2053,a62825,KIAH,KBOS,1/15/2020
DAL1526,a98219,KLAX,KBOS,1/15/2020
AAL167,a07b3e,KLAX,KBOS,1/15/2020
RPA6139,a230d6,KORD,KBOS,1/15/2020
UAL301,a62f93,KORD,KBOS,1/15/2020
AAL888,acf849,KORD,KBOS,1/15/2020
DAL1163,a441fb,KSEA,KBOS,1/15/2020
AAL1148,a93225,KDFW,KBOS,1/15/2020
JBU598,ad9e73,KSEA,KBOS,1/15/2020
JBU488,ad27f3,KLAX,KBOS,1/15/2020
UAL578,a49441,KORD,KBOS,1/15/2020
JBU1712,a299c8,KORD,KBOS,1/15/2020
AAL2320,a791c0,KPHX,KBOS,1/15/2020
RPA6142,abd063,KORD,KBOS,1/15/2020
AAL2579,a0dae2,KDFW,KBOS,1/15/2020
JBU688,ad9ac9,KLAX,KBOS,1/15/2020
AAL2321,aced24,KORD,KBOS,1/15/2020
AAL1251,ad5d5f,KORD,KBOS,1/15/2020
AAL382,adda24,KLAX,KBOS,1/15/2020
JBU1932,a7a1e8,KIAH,KBOS,1/15/2020
AAL2763,a71efa,KPHX,KBOS,1/16/2020
UAL790,aa7426,KORD,KBOS,1/16/2020
JBU2112,a2033a,KORD,KBOS,1/16/2020
AAL1172,acee50,KORD,KBOS,1/16/2020
AAL1456,ad5fea,KDFW,KBOS,1/16/2020
ASA24,a71d34,KSEA,KBOS,1/16/2020
UAL1578,a288e4,KIAH,KBOS,1/16/2020
JBU714,a8c796,KDFW,KBOS,1/16/2020
RPA5912,a230d6,KORD,KBOS,1/16/2020
UAL670,a2dffe,KORD,KBOS,1/16/2020
JBU602,a84d62,KPHX,KBOS,1/16/2020
JBU988,acca19,KLAX,KBOS,1/16/2020
AAL2588,abb3b6,KPHX,KBOS,1/16/2020
AAL2455,add66d,KLAX,KBOS,1/16/2020
DAL2932,a98539,KLAX,KBOS,1/16/2020
DAL2224,a4421d,KSEA,KBOS,1/16/2020
JBU498,adc9b6,KSEA,KBOS,1/16/2020
JBU412,a25238,KORD,KBOS,1/16/2020
UAL342,a4f752,KORD,KBOS,1/16/2020
UAL1572,a43ea6,KORD,KBOS,1/16/2020
UAL1253,a94b50,KIAH,KBOS,1/16/2020
JBU288,acf906,KLAX,KBOS,1/16/2020
AAL2747,ac96b8,KDFW,KBOS,1/16/2020
AAL2723,a3244f,KORD,KBOS,1/16/2020
UAL1420,ab9b9d,KORD,KBOS,1/16/2020
RPA5904,a19691,KORD,KBOS,1/16/2020
JBU1012,a3418b,KORD,KBOS,1/16/2020
ASA12,a5320b,KSEA,KBOS,1/16/2020
AAL1423,add2b6,KLAX,KBOS,1/16/2020
DAL1526,a98219,KLAX,KBOS,1/16/2020
UAL824,a8d5a0,KLAX,KBOS,1/16/2020
AAL1569,aae6cd,KPHX,KBOS,1/16/2020
JBU312,a36553,KORD,KBOS,1/16/2020
JBU1214,a97310,KDFW,KBOS,1/16/2020
RPA6139,a2147c,KORD,KBOS,1/16/2020
AAL1853,a0d19e,KDFW,KBOS,1/16/2020
UAL301,ac59aa,KORD,KBOS,1/16/2020
ASA1360,a6ee47,KLAX,KBOS,1/16/2020
AAL888,ad928e,KORD,KBOS,1/16/2020
UAL2053,a5e095,KIAH,KBOS,1/16/2020
DAL1163,a44d3f,KSEA,KBOS,1/16/2020
RPA5890,ab40ce,KORD,KBOS,1/16/2020
AAL2924,a17acb,KDFW,KBOS,1/16/2020
UAL578,a81000,KORD,KBOS,1/16/2020
JBU598,ad2095,KSEA,KBOS,1/16/2020
JBU488,ad2445,KLAX,KBOS,1/16/2020
JBU1712,a43fba,KORD,KBOS,1/16/2020
RPA6142,ac159a,KORD,KBOS,1/16/2020
AAL2321,aa7288,KORD,KBOS,1/16/2020
AAL2320,acc76b,KPHX,KBOS,1/16/2020
AAL2579,a71efa,KDFW,KBOS,1/16/2020
AAL167,a06a09,KLAX,KBOS,1/16/2020
JBU1932,a707a3,KIAH,KBOS,1/16/2020
AAL382,add66d,KLAX,KBOS,1/16/2020
AAL1251,ad526c,KORD,KBOS,1/16/2020
JBU2112,a2033a,KORD,KBOS,1/17/2020
AAL2763,ad9f7f,KPHX,KBOS,1/17/2020
UAL790,a3eeb0,KORD,KBOS,1/17/2020
UAL1578,a3a086,KIAH,KBOS,1/17/2020
ASA24,a21ed4,KSEA,KBOS,1/17/2020
AAL1172,abf17f,KORD,KBOS,1/17/2020
AAL1456,ad2fd0,KDFW,KBOS,1/17/2020
RPA5912,a1acdb,KORD,KBOS,1/17/2020
UAL670,a445f0,KORD,KBOS,1/17/2020
AAL2682,ad6ec6,KORD,KBOS,1/17/2020
AAL1890,ad4390,KDFW,KBOS,1/17/2020
JBU714,aa589c,KDFW,KBOS,1/17/2020
JBU988,adbaca,KLAX,KBOS,1/17/2020
AAL2588,ad3c16,KPHX,KBOS,1/17/2020
AAL2455,ac96be,KLAX,KBOS,1/17/2020
DAL2932,a98219,KLAX,KBOS,1/17/2020
JBU602,a654cb,KPHX,KBOS,1/17/2020
DAL2224,a44570,KSEA,KBOS,1/17/2020
UAL2402,a754b5,KLAX,KBOS,1/17/2020
JBU498,adc5ff,KSEA,KBOS,1/17/2020
CHH7924,7812a1,KLAX,KBOS,1/17/2020
JBU412,a1d096,KORD,KBOS,1/17/2020
UAL342,a620b7,KORD,KBOS,1/17/2020
RPA5890,a19691,KORD,KBOS,1/17/2020
DAL2437,abe1c2,KDTW,KBOS,1/17/2020
JBU2036,a1741a,KDTW,KBOS,1/17/2020
AAL2747,acffb7,KDFW,KBOS,1/17/2020
UAL1253,ab4531,KIAH,KBOS,1/17/2020
JBU288,add376,KLAX,KBOS,1/17/2020
AAL2723,a3cd7d,KORD,KBOS,1/17/2020
RPA5904,a22ac6,KORD,KBOS,1/17/2020
DAL1492,a42efc,KDTW,KBOS,1/17/2020
UAL1420,aaf27c,KORD,KBOS,1/17/2020
JBU1012,a3b09a,KORD,KBOS,1/17/2020
UAL1572,a9d605,KORD,KBOS,1/17/2020
DAL1526,a95dba,KLAX,KBOS,1/17/2020
AAL1423,a0a7a0,KLAX,KBOS,1/17/2020
ASA12,a4f5a0,KSEA,KBOS,1/17/2020
UAL824,a46d4f,KLAX,KBOS,1/17/2020
AAL1569,ab1971,KPHX,KBOS,1/17/2020
AAL1853,a10931,KDFW,KBOS,1/17/2020
JBU312,a2b622,KORD,KBOS,1/17/2020
JBU1214,aa099e,KDFW,KBOS,1/17/2020
RPA6139,a1a1b6,KORD,KBOS,1/17/2020
UAL2053,a58a29,KIAH,KBOS,1/17/2020
ASA1360,a69f49,KLAX,KBOS,1/17/2020
AAL888,ad5d5f,KORD,KBOS,1/17/2020
AAL167,a07177,KLAX,KBOS,1/17/2020
UAL301,a53ee2,KORD,KBOS,1/17/2020
DAL988,a3fc58,KDTW,KBOS,1/17/2020
DAL1163,a44d3f,KSEA,KBOS,1/17/2020
AAL1148,a14f95,KDFW,KBOS,1/17/2020
UAL578,a494e9,KORD,KBOS,1/17/2020
JBU1712,a22702,KORD,KBOS,1/17/2020
RPA6142,ab1d06,KORD,KBOS,1/17/2020
AAL1890,ada64d,KDFW,KBOS,1/17/2020
DAL1145,a42efc,KDTW,KBOS,1/17/2020
AAL1308,ab485e,KORD,KBOS,1/17/2020
DAL2300,a8eea1,KSEA,KBOS,1/17/2020
AAL694,acdfa6,KDFW,KBOS,1/17/2020
UAL386,a46cc1,KPHX,KBOS,1/17/2020
SWA5433,ad36a8,KLAX,KBOS,1/17/2020
AAL1201,a163f2,KPHX,KBOS,1/17/2020
DAL1333,a04e00,KIAH,KBOS,1/17/2020
AAL382,ac96be,KLAX,KBOS,1/17/2020
DAL2967,adc57d,KORD,KBOS,1/17/2020
AAL2763,acb285,KPHX,KBOS,1/17/2020
AAL1172,ac8e1d,KORD,KBOS,1/18/2020
AAL2682,ad2736,KORD,KBOS,1/18/2020
JBU602,a8a017,KPHX,KBOS,1/18/2020
JBU988,ad7e6f,KLAX,KBOS,1/18/2020
AAL2588,ac82f8,KPHX,KBOS,1/18/2020
AAL2455,a0a7a0,KLAX,KBOS,1/18/2020
DAL2932,a95dba,KLAX,KBOS,1/18/2020
DAL2224,aa7fa1,KSEA,KBOS,1/18/2020
UAL2402,a0817f,KLAX,KBOS,1/18/2020
JBU498,adbe91,KSEA,KBOS,1/18/2020
UAL342,a8d5a4,KORD,KBOS,1/18/2020
AAL2747,a356f6,KDFW,KBOS,1/18/2020
JBU288,acf906,KLAX,KBOS,1/18/2020
JBU412,a3b09a,KORD,KBOS,1/18/2020
RPA5904,a1a1b6,KORD,KBOS,1/18/2020
UAL511,a135cb,KORD,KBOS,1/18/2020
JBU1012,a3619c,KORD,KBOS,1/18/2020
UAL1253,a43ea6,KIAH,KBOS,1/18/2020
DAL1526,a98539,KLAX,KBOS,1/18/2020
ASA12,a52e54,KSEA,KBOS,1/18/2020
AAL1423,a6e4e8,KLAX,KBOS,1/18/2020
UAL824,a16ebc,KLAX,KBOS,1/18/2020
AAL1569,ab975c,KPHX,KBOS,1/18/2020
AAL1853,a098f6,KDFW,KBOS,1/18/2020
RPA6139,a2348d,KORD,KBOS,1/18/2020
AAL888,ac82f8,KORD,KBOS,1/18/2020
UAL301,a533bd,KORD,KBOS,1/18/2020
AAL167,a09188,KLAX,KBOS,1/18/2020
ASA1360,a2f584,KLAX,KBOS,1/18/2020
DAL1163,a44262,KSEA,KBOS,1/18/2020
AAL2579,a742c2,KDFW,KBOS,1/18/2020
JBU688,ad7e6f,KLAX,KBOS,1/18/2020
RPA6142,a24720,KORD,KBOS,1/18/2020
AAL382,ace5bc,KLAX,KBOS,1/18/2020
JBU1932,a30520,KIAH,KBOS,1/19/2020
UAL1578,ab819c,KIAH,KBOS,1/19/2020
UAL790,ac5d61,KORD,KBOS,1/19/2020
JBU714,a299c8,KDFW,KBOS,1/19/2020
AAL1172,aa7288,KORD,KBOS,1/19/2020
AAL1456,ad9003,KDFW,KBOS,1/19/2020
JBU602,a8222c,KPHX,KBOS,1/19/2020
JBU988,acf906,KLAX,KBOS,1/19/2020
JBU498,ad1927,KSEA,KBOS,1/19/2020
AAL2455,a0e431,KLAX,KBOS,1/19/2020
JBU288,acca19,KLAX,KBOS,1/19/2020
UAL1253,a46d8f,KIAH,KBOS,1/19/2020
RPA5904,a1a56d,KORD,KBOS,1/19/2020
UAL1420,ab050f,KORD,KBOS,1/19/2020
JBU1012,a27600,KORD,KBOS,1/19/2020
DAL1526,a988f0,KLAX,KBOS,1/19/2020
