callsign,icao24,origin,destination,firstseen
UAL2166,aa7426,KORD,KSFO,1/10/2020
CKS1920,aa4932,KLAX,KSFO,1/10/2020
UAL2064,a3a086,KPHX,KSFO,1/10/2020
AAR286,71bc20,KLAX,KSFO,1/10/2020
UAL404,a9d5a2,KIAH,KSFO,1/10/2020
SKW5381,a05910,KDFW,KSFO,1/10/2020
DAL745,aca22e,KDTW,KSFO,1/10/2020
AAL152,a3244a,KDFW,KSFO,1/10/2020
QXE2950,a8469e,KSEA,KSFO,1/10/2020
SKW3393,a18b41,KLAX,KSFO,1/10/2020
UAL471,ab7067,KLAX,KSFO,1/10/2020
ASA1752,a335ad,KSEA,KSFO,1/10/2020
UAL2332,a0ad1b,KSEA,KSFO,1/10/2020
UAL761,a9d5e5,KORD,KSFO,1/10/2020
DAL2313,a44533,KLAX,KSFO,1/10/2020
AAL2891,ac77d3,KLAX,KSFO,1/10/2020
DAL2490,a062ec,KSEA,KSFO,1/10/2020
SWA1774,ad4584,KPHX,KSFO,1/10/2020
AAL1260,ad00e3,KDFW,KSFO,1/10/2020
UAL528,ac4107,KSEA,KSFO,1/10/2020
UAL1998,a94ae5,KIAH,KSFO,1/10/2020
AAL1880,a8bf73,KPHX,KSFO,1/10/2020
UAL488,a0fbb7,KLAX,KSFO,1/10/2020
UAL399,a288e4,KIAH,KSFO,1/10/2020
ASA1935,a25b3f,KLAX,KSFO,1/10/2020
UAL718,ab0b1f,KIAH,KSFO,1/10/2020
AAL2861,ad7b17,KLAX,KSFO,1/10/2020
ASA1111,a784d5,KSEA,KSFO,1/10/2020
DAL1806,a3696e,KLAX,KSFO,1/10/2020
UAL1891,a747cb,KORD,KSFO,1/10/2020
AAL2634,ad8895,KORD,KSFO,1/10/2020
UAL698,ac121a,KSEA,KSFO,1/10/2020
SWA1828,acf2cf,KLAX,KSFO,1/10/2020
UAL499,a288ff,KORD,KSFO,1/10/2020
UAL708,a4efe4,KLAX,KSFO,1/10/2020
ASA1973,ab856c,KSEA,KSFO,1/10/2020
DAL1357,ab1890,KDTW,KSFO,1/10/2020
DAL2429,a4200d,KSEA,KSFO,1/10/2020
UAL1815,a465df,KIAH,KSFO,1/10/2020
SWA1796,a56e0d,KPHX,KSFO,1/10/2020
AAL2248,a09533,KDFW,KSFO,1/10/2020
ASA1744,a331f6,KSEA,KSFO,1/10/2020
CPZ6033,a1ac11,KLAX,KSFO,1/10/2020
AAL1844,acd64b,KPHX,KSFO,1/10/2020
SKW5600,a1a286,KDFW,KSFO,1/10/2020
SWA1760,aaaddc,KLAX,KSFO,1/10/2020
UAL2186,a8fc2e,KLAX,KSFO,1/10/2020
ASA1899,a6a4cb,KLAX,KSFO,1/10/2020
ASA1927,a83988,KLAX,KSFO,1/10/2020
AAL139,ac96be,KDFW,KSFO,1/10/2020
UAL447,a4b989,KLAX,KSFO,1/10/2020
ASA1750,a69d5d,KSEA,KSFO,1/10/2020
AAL497,aa2abc,KLAX,KSFO,1/10/2020
SWA1753,accb50,KLAX,KSFO,1/10/2020
AAL2639,ad3d4e,KORD,KSFO,1/10/2020
SWA1772,aaaa64,KPHX,KSFO,1/10/2020
UAL1973,a43e83,KIAH,KSFO,1/10/2020
UAL2236,a46cc1,KPHX,KSFO,1/10/2020
SKW5957,a0e220,KSEA,KSFO,1/10/2020
AAL2683,ac82f8,KDFW,KSFO,1/10/2020
ASA1929,a25b3f,KLAX,KSFO,1/10/2020
UAL816,a9d62e,KSEA,KSFO,1/10/2020
DAL1753,a062ec,KSEA,KSFO,1/10/2020
UAL420,aaa5d4,KLAX,KSFO,1/10/2020
SKW5456,a0a80e,KDFW,KSFO,1/10/2020
CPZ6045,a1ac11,KLAX,KSFO,1/10/2020
SWA1762,aaaddc,KLAX,KSFO,1/10/2020
UAL1700,a2b8c5,KIAH,KSFO,1/10/2020
AAL2798,adb014,KORD,KSFO,1/10/2020
ASA1923,ab6cc9,KLAX,KSFO,1/10/2020
DAL2757,a4278e,KLAX,KSFO,1/10/2020
UAL2128,a05dd8,KPHX,KSFO,1/11/2020
UAL2294,abbbae,KSEA,KSFO,1/11/2020
DAL2984,a04692,KSEA,KSFO,1/11/2020
UAL422,a8d4f6,KORD,KSFO,1/11/2020
ASA1203,a8321a,KORD,KSFO,1/11/2020
ASA1949,a5a888,KLAX,KSFO,1/11/2020
UAL1657,a4efe4,KLAX,KSFO,1/11/2020
SWA1755,accb50,KLAX,KSFO,1/11/2020
DAL1832,a4414a,KSEA,KSFO,1/11/2020
AAL686,acc76b,KPHX,KSFO,1/11/2020
UAL2264,a8102a,KIAH,KSFO,1/11/2020
DAL2930,aca22e,KDTW,KSFO,1/11/2020
ASA1754,a506d5,KSEA,KSFO,1/11/2020
UAL481,a4f39b,KLAX,KSFO,1/11/2020
AAL1095,a3c60d,KLAX,KSFO,1/11/2020
DAL2803,a37791,KLAX,KSFO,1/11/2020
ASA1756,ab7ba5,KSEA,KSFO,1/11/2020
UAL214,a5fcef,KSEA,KSFO,1/11/2020
AAL1253,ad24ab,KORD,KSFO,1/11/2020
UAL1742,a76f48,KORD,KSFO,1/11/2020
ASA1943,a69f49,KLAX,KSFO,1/11/2020
UAL2074,a4cc1c,KSEA,KSFO,1/11/2020
SWA1764,aaaddc,KLAX,KSFO,1/11/2020
UAL283,a44565,KLAX,KSFO,1/11/2020
ASA1092,a56866,KSEA,KSFO,1/11/2020
AAL892,aaed17,KLAX,KSFO,1/11/2020
DAL2226,ac8d3c,KLAX,KSFO,1/11/2020
ASA1933,ab9091,KLAX,KSFO,1/11/2020
ASA1094,a7888c,KSEA,KSFO,1/11/2020
DAL2621,a02c91,KSEA,KSFO,1/11/2020
SWA419,ad12e0,KPHX,KSFO,1/11/2020
SKW5483,a0dab2,KDFW,KSFO,1/11/2020
DAL1332,abd2e6,KLAX,KSFO,1/11/2020
UAL2201,ab0b1f,KLAX,KSFO,1/11/2020
CPZ6085,a1ac11,KLAX,KSFO,1/11/2020
AAL2468,a0e7f4,KDFW,KSFO,1/11/2020
SWA1757,accb50,KLAX,KSFO,1/11/2020
ASA1758,a68e81,KSEA,KSFO,1/11/2020
UAL398,a54c60,KLAX,KSFO,1/11/2020
GTI2848,a5fff9,KLAX,KSFO,1/11/2020
SKW3313,a1878a,KLAX,KSFO,1/11/2020
KAL214,71be23,KLAX,KSFO,1/11/2020
UAL2166,a288ff,KORD,KSFO,1/11/2020
UAL1844,a85f29,KIAH,KSFO,1/11/2020
UAL2064,a5aa3a,KPHX,KSFO,1/11/2020
AAL152,ada296,KDFW,KSFO,1/11/2020
SKW5381,a0a80e,KDFW,KSFO,1/11/2020
UAL404,a4455e,KIAH,KSFO,1/11/2020
GTI7109,a4c79b,KLAX,KSFO,1/11/2020
QXE2950,a83920,KSEA,KSFO,1/11/2020
SKW3393,a1311e,KLAX,KSFO,1/11/2020
UAL471,a923ee,KLAX,KSFO,1/11/2020
ASA1752,a51968,KSEA,KSFO,1/11/2020
UAL761,aaa5d4,KORD,KSFO,1/11/2020
DAL2313,a3f133,KLAX,KSFO,1/11/2020
AAL2891,ac1f0e,KLAX,KSFO,1/11/2020
UAL528,a4e108,KSEA,KSFO,1/11/2020
SWA3779,a2e9fd,KLAX,KSFO,1/11/2020
DAL2490,a3ad47,KSEA,KSFO,1/11/2020
UAL399,ab2c8e,KIAH,KSFO,1/11/2020
UAL1998,a94b50,KIAH,KSFO,1/11/2020
UAL1891,aa8a26,KORD,KSFO,1/11/2020
ASA1111,a36e61,KSEA,KSFO,1/11/2020
UAL488,a52c4f,KLAX,KSFO,1/11/2020
UAL718,aaf633,KIAH,KSFO,1/11/2020
AAL2861,a3f8b8,KLAX,KSFO,1/11/2020
SWA3812,ab62ad,KPHX,KSFO,1/11/2020
ASA1935,a657b9,KLAX,KSFO,1/11/2020
UAL708,a5f1ca,KLAX,KSFO,1/11/2020
AAL1260,ad237f,KDFW,KSFO,1/11/2020
DAL2429,a02c91,KSEA,KSFO,1/11/2020
UAL698,a05dd8,KSEA,KSFO,1/11/2020
DAL1806,aa7fa1,KLAX,KSFO,1/11/2020
SWA3823,accb50,KLAX,KSFO,1/11/2020
UAL1815,a28928,KIAH,KSFO,1/11/2020
ASA1744,a41d04,KSEA,KSFO,1/11/2020
UAL499,a2615e,KORD,KSFO,1/11/2020
AAL1844,a10d82,KPHX,KSFO,1/11/2020
ASA1899,a8321a,KLAX,KSFO,1/11/2020
AAL2248,ac892e,KDFW,KSFO,1/11/2020
CPZ6033,a1ac11,KLAX,KSFO,1/11/2020
SKW5600,a1110d,KDFW,KSFO,1/11/2020
UAL2186,a5aa3a,KLAX,KSFO,1/11/2020
UAL1790,a76f67,KORD,KSFO,1/11/2020
ASA1927,a4194d,KLAX,KSFO,1/11/2020
ASA1750,a68e81,KSEA,KSFO,1/11/2020
SWA3146,a2e9fd,KLAX,KSFO,1/11/2020
UAL447,a8fc06,KLAX,KSFO,1/11/2020
AAL497,ab184d,KLAX,KSFO,1/11/2020
UAL1973,a3cf6d,KIAH,KSFO,1/11/2020
SKW5957,a1099f,KSEA,KSFO,1/11/2020
SKW5456,a0808f,KDFW,KSFO,1/11/2020
UAL2236,ab890a,KPHX,KSFO,1/11/2020
ASA1929,a657b9,KLAX,KSFO,1/11/2020
UAL816,aa4c87,KSEA,KSFO,1/11/2020
DAL1327,a3b4c8,KLAX,KSFO,1/11/2020
DAL2588,a3ad47,KSEA,KSFO,1/11/2020
UAL420,a52c4f,KLAX,KSFO,1/11/2020
AAL2683,a3621e,KDFW,KSFO,1/11/2020
AAL2639,aca309,KORD,KSFO,1/11/2020
ASA1923,a41d04,KLAX,KSFO,1/11/2020
UAL1700,a5ca4b,KIAH,KSFO,1/11/2020
CPZ6045,a1be72,KLAX,KSFO,1/11/2020
DAL2757,a35a92,KLAX,KSFO,1/11/2020
UAL2128,a3a086,KPHX,KSFO,1/11/2020
UAL2294,a5adf1,KSEA,KSFO,1/12/2020
ASA1748,a699a6,KSEA,KSFO,1/12/2020
SWA3034,ad21bc,KLAX,KSFO,1/12/2020
ASA1949,a6504b,KLAX,KSFO,1/12/2020
UAL632,a5b916,KLAX,KSFO,1/12/2020
AAL686,acb285,KPHX,KSFO,1/12/2020
SKW5483,a0fac3,KDFW,KSFO,1/12/2020
DAL1832,a04e00,KSEA,KSFO,1/12/2020
ASA1754,a331f6,KSEA,KSFO,1/12/2020
DAL2803,a3b4c8,KLAX,KSFO,1/12/2020
UAL2129,a41722,KPHX,KSFO,1/12/2020
UAL2264,a91535,KIAH,KSFO,1/12/2020
ASA1756,a41596,KSEA,KSFO,1/12/2020
AAL1095,ad6884,KLAX,KSFO,1/12/2020
UAL214,a4e4bf,KSEA,KSFO,1/12/2020
AAL1430,a0e431,KDFW,KSFO,1/12/2020
SWA5614,a264a4,KPHX,KSFO,1/12/2020
ASA1943,a70333,KLAX,KSFO,1/12/2020
UAL481,aa2bc4,KLAX,KSFO,1/12/2020
UAL283,a54c60,KLAX,KSFO,1/12/2020
ASA1092,a81f87,KSEA,KSFO,1/12/2020
AAL892,a10d82,KLAX,KSFO,1/12/2020
ASA1933,acc774,KLAX,KSFO,1/12/2020
DAL1332,a365b7,KLAX,KSFO,1/12/2020
CPZ6085,a1babb,KLAX,KSFO,1/12/2020
UAL1742,a76f46,KORD,KSFO,1/12/2020
SKW3313,a13c43,KLAX,KSFO,1/12/2020
UAL398,a5b916,KLAX,KSFO,1/12/2020
AAR286,71be16,KLAX,KSFO,1/12/2020
KAL214,71be39,KLAX,KSFO,1/12/2020
AIJ841,0d0633,KORD,KSFO,1/12/2020
UAL577,a4dd51,KDTW,KSFO,1/12/2020
UAL2064,a9d62e,KPHX,KSFO,1/12/2020
UAL404,a28904,KIAH,KSFO,1/12/2020
AAL152,ac18fe,KDFW,KSFO,1/12/2020
UAL1212,a53006,KLAX,KSFO,1/12/2020
SKW5381,a0a457,KDFW,KSFO,1/12/2020
QXE2950,a86e1d,KSEA,KSFO,1/12/2020
UAL471,aa56b8,KLAX,KSFO,1/12/2020
UAL761,aa84cb,KORD,KSFO,1/12/2020
AAL2891,acb0b9,KLAX,KSFO,1/12/2020
DAL2313,a45051,KLAX,KSFO,1/12/2020
UAL528,ab7067,KSEA,KSFO,1/12/2020
AAL1260,ad7da2,KDFW,KSFO,1/12/2020
SWA3779,aa649c,KLAX,KSFO,1/12/2020
UAL1998,a44565,KIAH,KSFO,1/12/2020
UAL399,a5bccd,KIAH,KSFO,1/12/2020
UAL488,a94b2b,KLAX,KSFO,1/12/2020
UAL1891,a76f48,KORD,KSFO,1/12/2020
ASA1935,a7687b,KLAX,KSFO,1/12/2020
AAL2861,ad6884,KLAX,KSFO,1/12/2020
SWA5332,a3117c,KPHX,KSFO,1/12/2020
DAL1806,a365b7,KLAX,KSFO,1/12/2020
UAL708,a4cc1c,KLAX,KSFO,1/12/2020
DAL2429,a3897f,KSEA,KSFO,1/12/2020
UAL698,aaa5d4,KSEA,KSFO,1/12/2020
UAL499,aaa58b,KORD,KSFO,1/12/2020
ASA1899,a41596,KLAX,KSFO,1/12/2020
UAL1815,a03618,KIAH,KSFO,1/12/2020
AAL2248,adcca6,KDFW,KSFO,1/12/2020
AAL2634,a3b88e,KORD,KSFO,1/12/2020
AAL1844,a699a1,KPHX,KSFO,1/12/2020
CPZ6033,a1babb,KLAX,KSFO,1/12/2020
SKW5600,a09a90,KDFW,KSFO,1/12/2020
UAL2812,ac0b7f,KORD,KSFO,1/12/2020
ASA1744,a32a88,KSEA,KSFO,1/12/2020
UAL2186,a5b916,KLAX,KSFO,1/12/2020
AAL139,ac90a7,KDFW,KSFO,1/12/2020
UAL1790,a9ec06,KORD,KSFO,1/12/2020
ASA1746,a613e0,KSEA,KSFO,1/12/2020
ASA1927,a86e85,KLAX,KSFO,1/12/2020
UAL1424,a52c4f,KPHX,KSFO,1/12/2020
SWA3146,aa649c,KLAX,KSFO,1/12/2020
UAL447,a5fcef,KLAX,KSFO,1/12/2020
ASA1750,a68e81,KSEA,KSFO,1/12/2020
AAL497,aa0e62,KLAX,KSFO,1/12/2020
DAL1327,a3fffc,KLAX,KSFO,1/12/2020
UAL2236,aa4c87,KPHX,KSFO,1/12/2020
SKW5957,a0c5c6,KSEA,KSFO,1/12/2020
UAL420,ac0ba7,KLAX,KSFO,1/12/2020
UAL460,a61592,KLAX,KSFO,1/13/2020
DAL2984,a03f24,KSEA,KSFO,1/13/2020
DAL2757,a4278e,KLAX,KSFO,1/13/2020
AAL2798,a3f8b8,KORD,KSFO,1/13/2020
UAL1700,a4455e,KIAH,KSFO,1/13/2020
UAL422,aaa244,KORD,KSFO,1/13/2020
AAL1430,a0f566,KDFW,KSFO,1/13/2020
UAL2294,aaa5d4,KSEA,KSFO,1/13/2020
UAL632,a5b916,KLAX,KSFO,1/13/2020
ASA1203,ab856c,KORD,KSFO,1/13/2020
AAL686,acb285,KPHX,KSFO,1/13/2020
UAL2128,a05dd8,KPHX,KSFO,1/13/2020
ASA1754,a22642,KSEA,KSFO,1/13/2020
DAL1832,a44262,KSEA,KSFO,1/13/2020
AAL1095,ad8ed7,KLAX,KSFO,1/13/2020
UAL2129,ab741e,KPHX,KSFO,1/13/2020
UAL214,a5d1b9,KSEA,KSFO,1/13/2020
SWA3148,aa649c,KLAX,KSFO,1/13/2020
UAL481,a5fcef,KLAX,KSFO,1/13/2020
UAL2264,a85f29,KIAH,KSFO,1/13/2020
UAL1742,a747cb,KORD,KSFO,1/13/2020
ASA1949,a7197d,KLAX,KSFO,1/13/2020
DAL2803,a3b4c8,KLAX,KSFO,1/13/2020
AAL2468,a0e431,KDFW,KSFO,1/13/2020
ASA1756,a2deb3,KSEA,KSFO,1/13/2020
UAL1844,a3f621,KIAH,KSFO,1/13/2020
AAL1253,ac67fc,KORD,KSFO,1/13/2020
SWA3038,acdde3,KLAX,KSFO,1/13/2020
UAL2074,a5d927,KSEA,KSFO,1/13/2020
UAL668,a837a7,KIAH,KSFO,1/13/2020
UAL283,a445ec,KLAX,KSFO,1/13/2020
AAL892,aaec9c,KLAX,KSFO,1/13/2020
ASA1943,a7687b,KLAX,KSFO,1/13/2020
DAL2226,abbdfa,KLAX,KSFO,1/13/2020
SKW1390,a0c20f,KSEA,KSFO,1/13/2020
AAL1559,a6fb32,KPHX,KSFO,1/13/2020
ASA1092,a81bd0,KSEA,KSFO,1/13/2020
UAL2201,a61592,KLAX,KSFO,1/13/2020
UAL2400,a0a8df,KORD,KSFO,1/13/2020
ASA1094,a726fb,KSEA,KSFO,1/13/2020
ASA1933,acddbe,KLAX,KSFO,1/13/2020
SWA3400,ad12e0,KPHX,KSFO,1/13/2020
CPZ6085,a1d873,KLAX,KSFO,1/13/2020
DAL2621,a03f24,KSEA,KSFO,1/13/2020
DAL1332,abfa65,KLAX,KSFO,1/13/2020
SKW3313,a17c65,KLAX,KSFO,1/13/2020
UAL398,a5bccd,KLAX,KSFO,1/13/2020
KAL214,71be24,KLAX,KSFO,1/13/2020
AIJ841,0d072f,KORD,KSFO,1/13/2020
CKS1920,aa4932,KLAX,KSFO,1/13/2020
UAL694,a0ad24,KIAH,KSFO,1/13/2020
UAL2166,a0acdd,KORD,KSFO,1/13/2020
AAL345,ac7b8a,KORD,KSFO,1/13/2020
UAL577,a50ff5,KDTW,KSFO,1/13/2020
UAL2064,a05dd8,KPHX,KSFO,1/13/2020
AAL152,a3b4d6,KDFW,KSFO,1/13/2020
UAL404,a2b0cd,KIAH,KSFO,1/13/2020
SKW5381,a05910,KDFW,KSFO,1/13/2020
SWA1758,ac98ac,KLAX,KSFO,1/13/2020
SKW3393,a1460a,KLAX,KSFO,1/13/2020
UAL471,ac4ace,KLAX,KSFO,1/13/2020
UAL2332,a9d605,KSEA,KSFO,1/13/2020
UAL761,a4c4ae,KORD,KSFO,1/13/2020
DAL2313,a44d1c,KLAX,KSFO,1/13/2020
UAL528,aae757,KSEA,KSFO,1/13/2020
AAL2891,addf01,KLAX,KSFO,1/13/2020
SWA1774,a9d41e,KPHX,KSFO,1/13/2020
DAL2490,a03b6d,KSEA,KSFO,1/13/2020
UAL1998,a44565,KIAH,KSFO,1/13/2020
AAL1260,a3cd7d,KDFW,KSFO,1/13/2020
AAL1880,a8aa87,KPHX,KSFO,1/13/2020
UAL399,a0ad1b,KIAH,KSFO,1/13/2020
UAL488,a14ad4,KLAX,KSFO,1/13/2020
UAL1891,a76f6c,KORD,KSFO,1/13/2020
UAL718,ac121a,KIAH,KSFO,1/13/2020
ASA1111,a6b07e,KSEA,KSFO,1/13/2020
AAL2861,ad3d4e,KLAX,KSFO,1/13/2020
ANA173,869144,KIAH,KSFO,1/13/2020
AAL2634,ade2b8,KORD,KSFO,1/13/2020
ASA1935,a6504b,KLAX,KSFO,1/13/2020
DAL1806,a3f88e,KLAX,KSFO,1/13/2020
ASA1973,a835d1,KSEA,KSFO,1/13/2020
SWA1828,a60852,KLAX,KSFO,1/13/2020
UAL698,ab7067,KSEA,KSFO,1/13/2020
UAL708,a51ed1,KLAX,KSFO,1/13/2020
AAL2248,ac769b,KDFW,KSFO,1/13/2020
UAL499,a2b810,KORD,KSFO,1/13/2020
UAL1815,a03618,KIAH,KSFO,1/13/2020
DAL2429,a396fd,KSEA,KSFO,1/13/2020
ASA1744,a33964,KSEA,KSFO,1/13/2020
ASA1899,a2dafc,KLAX,KSFO,1/13/2020
AAL1844,a7869b,KPHX,KSFO,1/13/2020
SKW5600,a03cb6,KDFW,KSFO,1/13/2020
SWA1796,a4d011,KPHX,KSFO,1/13/2020
SWA1760,ac98ac,KLAX,KSFO,1/13/2020
CPZ6033,a1d873,KLAX,KSFO,1/13/2020
UAL2186,a8d5a0,KLAX,KSFO,1/13/2020
UAL1790,a76f66,KORD,KSFO,1/13/2020
AAL139,a0bcb2,KDFW,KSFO,1/13/2020
UAL1424,a52c4f,KPHX,KSFO,1/13/2020
AAL2639,ad4105,KORD,KSFO,1/13/2020
UAL1973,aacd50,KIAH,KSFO,1/13/2020
SWA1772,a99b6a,KPHX,KSFO,1/13/2020
AAL497,aae960,KLAX,KSFO,1/13/2020
UAL2236,a4943e,KPHX,KSFO,1/13/2020
SWA1753,ad0562,KLAX,KSFO,1/13/2020
ASA1750,a699a6,KSEA,KSFO,1/13/2020
SKW5456,a04424,KDFW,KSFO,1/13/2020
DAL1327,a35e49,KLAX,KSFO,1/13/2020
ASA1927,a855e2,KLAX,KSFO,1/13/2020
ASA1929,a6504b,KLAX,KSFO,1/13/2020
UAL816,aa56b3,KSEA,KSFO,1/13/2020
SKW5957,a05559,KSEA,KSFO,1/13/2020
ASA475,a331f6,KSEA,KSFO,1/13/2020
UAL420,a14ad4,KLAX,KSFO,1/13/2020
DAL1753,a03b6d,KSEA,KSFO,1/13/2020
UAL1700,a2e045,KIAH,KSFO,1/13/2020
AAL1175,adeca5,KDFW,KSFO,1/13/2020
ASA1923,a411df,KLAX,KSFO,1/13/2020
AAL2798,acb953,KORD,KSFO,1/13/2020
CPZ6045,a1d873,KLAX,KSFO,1/13/2020
DAL2984,a03f24,KSEA,KSFO,1/13/2020
SWA1762,ac98ac,KLAX,KSFO,1/13/2020
DAL2757,a43c7a,KLAX,KSFO,1/13/2020
ASA1203,a41596,KORD,KSFO,1/13/2020
UAL2128,a3ef7e,KPHX,KSFO,1/13/2020
UAL1561,a1ca21,KIAH,KSFO,1/14/2020
UAL422,aa8c39,KORD,KSFO,1/14/2020
UAL460,a61592,KLAX,KSFO,1/14/2020
UAL2294,a5d927,KSEA,KSFO,1/14/2020
UAL2264,a46d4f,KIAH,KSFO,1/14/2020
ASA1949,a4f5a0,KLAX,KSFO,1/14/2020
ASA1760,a3649a,KSEA,KSFO,1/14/2020
AAL1430,a0c075,KDFW,KSFO,1/14/2020
DAL1832,a44943,KSEA,KSFO,1/14/2020
AAL686,a17527,KPHX,KSFO,1/14/2020
SWA1755,ad0562,KLAX,KSFO,1/14/2020
UAL632,a50ff5,KLAX,KSFO,1/14/2020
DAL2803,a4350c,KLAX,KSFO,1/14/2020
ASA1754,a51968,KSEA,KSFO,1/14/2020
SKW5483,a0f355,KDFW,KSFO,1/14/2020
UAL1844,a44565,KIAH,KSFO,1/14/2020
UAL2129,a5fcef,KPHX,KSFO,1/14/2020
AAL1095,adac5d,KLAX,KSFO,1/14/2020
UAL481,a5f1ca,KLAX,KSFO,1/14/2020
AAL1253,ac468d,KORD,KSFO,1/14/2020
UAL214,a5aa3a,KSEA,KSFO,1/14/2020
AAL315,ac769b,KDFW,KSFO,1/14/2020
UAL1742,a44520,KORD,KSFO,1/14/2020
UAL2074,a79f2a,KSEA,KSFO,1/14/2020
SWA1764,ac98ac,KLAX,KSFO,1/14/2020
ASA1943,a6c311,KLAX,KSFO,1/14/2020
DAL2226,aaffed,KLAX,KSFO,1/14/2020
AAL597,a68e7c,KPHX,KSFO,1/14/2020
UAL283,aa2ba5,KLAX,KSFO,1/14/2020
AAL892,ab7fee,KLAX,KSFO,1/14/2020
SWA419,aa76ef,KPHX,KSFO,1/14/2020
ASA1933,ab9448,KLAX,KSFO,1/14/2020
DAL1332,ac90f3,KLAX,KSFO,1/14/2020
UAL2201,a59f15,KLAX,KSFO,1/14/2020
ASA1094,a37986,KSEA,KSFO,1/14/2020
SWA1757,ad0562,KLAX,KSFO,1/14/2020
CPZ6085,a19e61,KLAX,KSFO,1/14/2020
DAL2621,a03f24,KSEA,KSFO,1/14/2020
SKW3313,a125f9,KLAX,KSFO,1/14/2020
AAR284,71be18,KLAX,KSFO,1/14/2020
AIJ841,0d0369,KORD,KSFO,1/14/2020
UAL398,ac4ace,KLAX,KSFO,1/14/2020
UAL2166,a3a0cf,KORD,KSFO,1/14/2020
UAL577,a61d00,KDTW,KSFO,1/14/2020
CKS1920,aa4932,KLAX,KSFO,1/14/2020
UAL2064,a3ef7e,KPHX,KSFO,1/14/2020
SKW5381,a1bee0,KDFW,KSFO,1/14/2020
DAL1428,a356db,KORD,KSFO,1/14/2020
SKW3393,a1589d,KLAX,KSFO,1/14/2020
UAL404,ab329e,KIAH,KSFO,1/14/2020
SWA1758,aadb19,KLAX,KSFO,1/14/2020
UAL471,a14ad4,KLAX,KSFO,1/14/2020
UAL761,aaa5ae,KORD,KSFO,1/14/2020
ASA1752,a5c899,KSEA,KSFO,1/14/2020
DAL2313,a44548,KLAX,KSFO,1/14/2020
AAL2891,adac5d,KLAX,KSFO,1/14/2020
UAL528,aae757,KSEA,KSFO,1/14/2020
DAL2490,a017a5,KSEA,KSFO,1/14/2020
AAL1260,acbe37,KDFW,KSFO,1/14/2020
UAL399,aa7427,KIAH,KSFO,1/14/2020
UAL488,a923a8,KLAX,KSFO,1/14/2020
UAL1998,a8d5a4,KIAH,KSFO,1/14/2020
UAL1891,a76f66,KORD,KSFO,1/14/2020
ASA1935,a5ec61,KLAX,KSFO,1/14/2020
UAL718,ab5dd4,KIAH,KSFO,1/14/2020
AAL2634,ab6101,KORD,KSFO,1/14/2020
DAL1806,a37335,KLAX,KSFO,1/14/2020
AAL2248,ade8fa,KDFW,KSFO,1/14/2020
AAL2861,ad4747,KLAX,KSFO,1/14/2020
SWA1828,ad0562,KLAX,KSFO,1/14/2020
UAL708,a5d28e,KLAX,KSFO,1/14/2020
UAL698,ab19fb,KSEA,KSFO,1/14/2020
ASA1973,ab856c,KSEA,KSFO,1/14/2020
UAL499,a43e5b,KORD,KSFO,1/14/2020
DAL2429,a3ad47,KSEA,KSFO,1/14/2020
SWA1796,a2e9fd,KPHX,KSFO,1/14/2020
UAL1815,a28928,KIAH,KSFO,1/14/2020
ASA1899,a41d04,KLAX,KSFO,1/14/2020
CPZ6033,a1c229,KLAX,KSFO,1/14/2020
AAL1844,a1515b,KPHX,KSFO,1/14/2020
SKW5600,a047db,KDFW,KSFO,1/14/2020
AAL139,a0c42c,KDFW,KSFO,1/14/2020
UAL1790,aa8a09,KORD,KSFO,1/14/2020
SWA1760,aadb19,KLAX,KSFO,1/14/2020
UAL2186,a6c247,KLAX,KSFO,1/14/2020
ASA1927,a41596,KLAX,KSFO,1/14/2020
UAL1424,a5d927,KPHX,KSFO,1/14/2020
UAL447,aa79a6,KLAX,KSFO,1/14/2020
AAL497,ab473a,KLAX,KSFO,1/14/2020
AAL2639,a3621e,KORD,KSFO,1/14/2020
ASA1750,a68e81,KSEA,KSFO,1/14/2020
SWA1753,a1f595,KLAX,KSFO,1/14/2020
AAL2683,a18b71,KDFW,KSFO,1/14/2020
UAL2236,aaa616,KPHX,KSFO,1/14/2020
UAL1973,a3efa2,KIAH,KSFO,1/14/2020
SWA1772,abd559,KPHX,KSFO,1/14/2020
SKW5456,a0f355,KDFW,KSFO,1/14/2020
DAL1327,a4189f,KLAX,KSFO,1/14/2020
SKW5957,a01180,KSEA,KSFO,1/14/2020
ASA1929,a5ec61,KLAX,KSFO,1/14/2020
DAL1753,a017a5,KSEA,KSFO,1/14/2020
UAL420,a0ad1b,KLAX,KSFO,1/14/2020
UAL816,aa7e7a,KSEA,KSFO,1/14/2020
CPZ6045,a1c229,KLAX,KSFO,1/14/2020
UAL1700,a44611,KIAH,KSFO,1/14/2020
AAL1175,adddd5,KDFW,KSFO,1/14/2020
ASA1923,a41d04,KLAX,KSFO,1/14/2020
AAL2798,acbf63,KORD,KSFO,1/14/2020
SWA1762,aadb19,KLAX,KSFO,1/14/2020
DAL2757,a44031,KLAX,KSFO,1/14/2020
DAL2984,a04a49,KSEA,KSFO,1/14/2020
ASA1203,ab9091,KORD,KSFO,1/14/2020
UAL2128,a05dd8,KPHX,KSFO,1/14/2020
UAL422,aa84cb,KORD,KSFO,1/15/2020
UAL2294,a4e876,KSEA,KSFO,1/15/2020
ASA1949,a5fef4,KLAX,KSFO,1/15/2020
