callsign,,icao24,origin,destination,firstseen
NKS111,,acc317,KDTW,KLAS,2/1/2020
AAL328,,ac7103,KORD,KDFW,2/1/2020
UAL558,,a6e258,KDTW,KORD,2/1/2020
NKS972,,a91e6e,KDFW,KFLL,2/1/2020
JBU412,,a1ff83,KORD,KBOS,2/1/2020
ASA569,,a51968,KIAH,KSEA,2/1/2020
NKS417,,a8aba8,KDTW,KFLL,2/1/2020
UAL342,,ab1db2,KORD,KBOS,2/1/2020
AAL2562,,ad6ec6,KDFW,KPHL,2/1/2020
NKS105,,a8faa6,KORD,KORD,2/1/2020
UAL577,,a59b5e,KDTW,KSFO,2/1/2020
UAL2166,,a0acfd,KORD,KSFO,2/1/2020
DAL1668,,acd4d7,KDTW,KFLL,2/1/2020
EDV4851,,ace1af,KORD,KJFK,2/1/2020
AAL2491,,ad4c2a,KDTW,KDFW,2/1/2020
ASQ4334,,a7dbaa,KORD,KPHL,2/1/2020
UAL1121,,a288e4,KORD,KORD,2/1/2020
ASA637,,a602ab,KPHX,KSEA,2/1/2020
NKS940,,a6a7dc,KDFW,KORD,2/1/2020
ASH5860,,ace6b3,KDFW,KSDF,2/1/2020
AAL152,,ada16a,KDFW,KSFO,2/1/2020
AAL2551,,aa2701,KIAH,KDFW,2/1/2020
NKS200,,a94236,KIAH,KORD,2/1/2020
UAL554,,a4e108,KIAH,KDEN,2/1/2020
AAL2220,,aaec9c,KDFW,KORD,2/1/2020
AAL2941,,acf486,KDFW,KLAS,2/1/2020
AAL2296,,ad1986,KORD,KORD,2/1/2020
DAL819,,ac21e4,KPHX,KJFK,2/1/2020
AAL919,,a0aa2b,KDFW,KFLL,2/1/2020
UAL2064,,a12378,KPHX,KSFO,2/1/2020
NKS1045,,a88df0,KDFW,KLAS,2/1/2020
JBU2036,,a20d01,KDTW,KBOS,2/1/2020
AAL791,,a18239,KPHX,KLAS,2/1/2020
ASA7005,,a828e1,PANC,KSEA,2/1/2020
AAL1343,,ac90a8,KDFW,KDFW,2/1/2020
UAL1822,,aae757,KDFW,KDEN,2/1/2020
JBU563,,a74f33,KORD,KFLL,2/1/2020
JBU24,,ad646e,KLAX,KJFK,2/1/2020
NKS3,,a7e276,KORD,KFLL,2/1/2020
UAL2083,,a57b4d,KIAH,KFLL,2/1/2020
DAL745,,aaf111,KDTW,KSFO,2/1/2020
AAL2748,,a0f566,KSEA,KDFW,2/1/2020
AAL1625,,ab30e6,KORD,KDFW,2/1/2020
DAL1128,,a0311d,KDTW,KJFK,2/1/2020
SKW5381,,a0a80e,KDFW,KSFO,2/1/2020
AAL2747,,adcdcc,KDFW,KBOS,2/1/2020
DAL1255,,ac66d5,KDTW,KORD,2/1/2020
UAL404,,a4460d,KIAH,KSFO,2/1/2020
DAL1622,,a3d3f0,KDTW,KLAS,2/1/2020
UAL228,,a3ef7e,KIAH,KORD,2/1/2020
SKW5958,,a04424,KDTW,KORD,2/1/2020
ASH6060,,aaf007,KIAH,KDFW,2/1/2020
SKW3093,,aa80eb,KDTW,KORD,2/1/2020
SWA3023,,a280fe,KLAX,KLAS,2/1/2020
NKS2033,,a8c802,KPHX,KSEA,2/1/2020
DAL581,,a7b4f2,KDTW,KSEA,2/1/2020
UAL2421,,ab3a0c,KIAH,KLAS,2/1/2020
AAL2923,,a0a7a0,KDFW,KLAS,2/1/2020
AAR587,,71be16,PANC,KJFK,2/1/2020
AAL1417,,ab3c0d,KORD,KORD,2/1/2020
DAL510,,a05410,KDTW,KBOS,2/1/2020
ASA730,,a657b9,PANC,KSEA,2/1/2020
DAL487,,a3dc34,KORD,KSEA,2/1/2020
AAL449,,a1226e,KPHX,KPHL,2/1/2020
DAL1307,,a02c91,KDTW,KDFW,2/1/2020
AAL2428,,adc531,KORD,KDFW,2/1/2020
NKS562,,a7db08,KLAX,KLAS,2/1/2020
QXE2950,,a822d6,KSEA,KSFO,2/1/2020
AAL2811,,a08021,KLAX,KDFW,2/1/2020
SKW3393,,a12d67,KLAX,KSFO,2/1/2020
AAL698,,a1804c,KPHX,KDFW,2/1/2020
UAL2395,,a94b2b,KORD,KLAS,2/1/2020
ASA453,,a8233e,KLAX,KSEA,2/1/2020
UPS9759,,a0e249,KIAH,KDFW,2/1/2020
SWA4025,,abb595,KLAX,KSJC,2/1/2020
AAL2378,,aca1dd,KIAH,KDFW,2/1/2020
UAL2118,,a83781,KIAH,KDEN,2/1/2020
UAL1196,,aa79a6,KORD,KORD,2/1/2020
ASA492,,a30bce,KSEA,KLAS,2/1/2020
AAL1224,,aa88d2,KIAH,KORD,2/1/2020
UAL2139,,a5a2cc,KORD,KFLL,2/1/2020
ASH5836,,ac85fc,KPHX,KDFW,2/1/2020
DAL1436,,a12fcf,KLAX,KJFK,2/1/2020
SWA3731,,a2c27e,KSEA,KDEN,2/1/2020
SWA3035,,ac789b,KLAX,KDEN,2/1/2020
UAL2436,,a41e90,KSEA,KDEN,2/1/2020
SWA4648,,ab5bd4,KPHX,KLAS,2/1/2020
UAL471,,aa7abe,KLAX,KSFO,2/1/2020
DAL302,,a97dcb,KSEA,KJFK,2/1/2020
UAL2142,,a0fbfa,KLAX,KDEN,2/1/2020
AIJ970,,0d0459,KIAH,KLAS,2/1/2020
UAL920,,ab1b3e,KPHX,KORD,2/1/2020
SWA4344,,ad70ba,KSEA,KLAS,2/1/2020
UAL1130,,a4455e,KORD,KORD,2/1/2020
ASA1232,,a331f6,KLAX,KORD,2/1/2020
UAL761,,aa568f,KORD,KSFO,2/1/2020
NKS1068,,a6b55a,KSEA,KLAS,2/1/2020
ASA1752,,a613e0,KSEA,KSFO,2/1/2020
UAL1841,,a62f93,KORD,KDFW,2/1/2020
ASA344,,a3649a,KSEA,KSJC,2/1/2020
ASA658,,a4f5a0,KSEA,KDFW,2/1/2020
AAL1573,,ade2b8,KORD,KORD,2/1/2020
ASA82,,a27f07,PANC,KSEA,2/1/2020
AAL407,,a4d42d,KPHX,KDFW,2/1/2020
AAL2723,,ab5c26,KORD,KBOS,2/1/2020
ASA672,,a81bd0,KSEA,KDEN,2/1/2020
DAL747,,a45b96,KPHX,KSEA,2/1/2020
ASA1789,,ab856c,KLAX,KPDX,2/1/2020
ASA124,,a7a4e6,PANC,KSEA,2/1/2020
SKW5237,,ad3a03,KIAH,KORD,2/1/2020
JBU124,,adc5ff,KLAX,KJFK,2/1/2020
CPZ5712,,a81077,KLAX,KLAS,2/1/2020
AAL2340,,a1735d,KDFW,KPHL,2/1/2020
JBU288,,ad7701,KLAX,KBOS,2/1/2020
UAL1655,,a3cf6d,KORD,KORD,2/1/2020
AAL1079,,acb285,KDFW,KSEA,2/1/2020
SWA4016,,ab5bb1,KPHX,KSJC,2/1/2020
NKS193,,a91349,KIAH,KLAS,2/1/2020
RPA5904,,a2348d,KORD,KBOS,2/1/2020
UAL2265,,a76f67,KLAX,KORD,2/1/2020
ASA410,,a30f85,KLAX,KJFK,2/1/2020
AAL1316,,a0ade2,KDFW,KPDX,2/1/2020
NKS357,,a8a43a,KORD,KLAS,2/1/2020
CPZ6058,,a19e61,KLAX,KSEA,2/1/2020
AAL118,,a033ae,KLAX,KJFK,2/1/2020
AAL2765,,a6fb32,KPHX,KORD,2/1/2020
AAL2891,,acf0db,KLAX,KSFO,2/1/2020
UAL511,,a13608,KORD,KBOS,2/1/2020
NKS266,,acc6ce,KLAX,KPHL,2/1/2020
DAL2240,,ab9de9,PANC,KSEA,2/1/2020
UAL2315,,a57796,KORD,KORD,2/1/2020
DAL2313,,a373da,KLAX,KSFO,2/1/2020
SOO3609,,a67f04,KIAH,KPDX,2/1/2020
AAL947,,ad928e,KORD,KDFW,2/1/2020
CPZ5734,,a7f676,KLAX,KSJC,2/1/2020
ASA615,,a70333,KPHX,KSEA,2/1/2020
JBU1012,,a1a917,KORD,KBOS,2/1/2020
AAL2438,,acdf9a,KDFW,KDEN,2/1/2020
NKS511,,a8d327,KDTW,KLAS,2/1/2020
DAL2414,,a47d05,KSEA,KLAS,2/1/2020
UAL2335,,a39fb1,KORD,KFLL,2/1/2020
AAL2649,,ad4fe1,KDFW,KLAS,2/1/2020
AAL1765,,a09cad,KPHX,KDFW,2/1/2020
AAL710,,aa7288,KPHX,KSEA,2/1/2020
AAL2726,,ad9edf,KDFW,KDFW,2/1/2020
AAL1667,,a0e431,KSEA,KDFW,2/1/2020
UAL528,,ac59aa,KSEA,KSFO,2/1/2020
ASA531,,a68e81,KLAX,KSEA,2/1/2020
DAL1287,,a45072,KLAX,KSEA,2/1/2020
AAL2629,,aae465,KDFW,KORD,2/1/2020
UAL1253,,a14ad1,KIAH,KBOS,2/1/2020
AAL1601,,ac8577,KDFW,KDFW,2/1/2020
DAL3078,,a36f7e,KSEA,KORD,2/1/2020
DAL1971,,a008c9,KDFW,KJFK,2/1/2020
AAL711,,ad1c11,KPHX,KLAS,2/1/2020
UAL438,,aa56db,KIAH,KSEA,2/1/2020
RPA3430,,a9d86c,KIAH,KDFW,2/1/2020
AWI3797,,a59d67,KORD,KORD,2/1/2020
SKW5386,,acb251,KIAH,KDEN,2/1/2020
ASA1011,,a21ed4,KORD,KSEA,2/1/2020
QXE2414,,a54fc8,KSEA,KPDX,2/1/2020
AAL1799,,a300b6,KLAX,KPHL,2/1/2020
DAL2490,,a062ec,KSEA,KSFO,2/1/2020
AAL1113,,ad8ed7,KDFW,KSJC,2/1/2020
CPZ5758,,a7fa2d,KSEA,KPDX,2/1/2020
AAL1077,,ad7da2,KORD,KORD,2/1/2020
AAL1442,,ab1c04,KORD,KPDX,2/1/2020
UAL399,,a41722,KIAH,KSFO,2/1/2020
UAL2040,,a61949,KIAH,KFLL,2/1/2020
ASQ4088,,a7df61,KIAH,KSDF,2/1/2020
AAL1423,,ac96be,KLAX,KBOS,2/1/2020
AAL1112,,acc95c,KDFW,KORD,2/1/2020
DAL1825,,a3696e,KSEA,KDEN,2/1/2020
NKS1360,,a88429,KDTW,KFLL,2/1/2020
ASA32,,a25b3f,KSEA,KPHL,2/1/2020
CPZ6087,,a1933c,KLAX,KDEN,2/1/2020
UAL1046,,a923cd,KIAH,KLAS,2/1/2020
DAL1228,,a4200d,KLAX,KDEN,2/1/2020
SWA3793,,a302a0,KPHX,KLAS,2/1/2020
UAL718,,ab8553,KIAH,KSFO,2/1/2020
DAL1467,,a98539,KSEA,KJFK,2/1/2020
ASA12,,a28a2c,KSEA,KBOS,2/1/2020
DAL1378,,a03f24,KSEA,KSJC,2/1/2020
UAL1998,,a94b0b,KIAH,KSFO,2/1/2020
SWA4456,,a2fb32,KLAX,KLAS,2/1/2020
UAL578,,a24c73,KDFW,KORD,2/1/2020
UAL1891,,a76f66,KORD,KSFO,2/1/2020
JBU224,,adb723,KLAX,KJFK,2/1/2020
UAL771,,ac0e63,KORD,KDFW,2/1/2020
SWA3745,,abbd47,KPHX,KSEA,2/1/2020
DAL1526,,a99b83,KLAX,KBOS,2/1/2020
ATN4729,,a47cd1,KPHX,KSEA,2/1/2020
SWA3779,,a2396e,KLAX,KSFO,2/1/2020
UAL1260,,a81000,KLAX,KLAS,2/1/2020
UAL1403,,aa9321,KIAH,KORD,2/1/2020
ASA1935,,a70aa1,KLAX,KSJC,2/1/2020
AAL880,,a6f00d,KORD,KDFW,2/1/2020
GJS4534,,a0e886,KORD,KORD,2/1/2020
UAL2377,,aa7d5d,KIAH,KDEN,2/1/2020
ASA1111,,a5fef4,KSEA,KSFO,2/1/2020
AAL739,,a7869b,KPHX,KORD,2/1/2020
JBU906,,a3b09a,KORD,KJFK,2/1/2020
UAL488,,a5f938,KLAX,KSFO,2/1/2020
ASH5731,,ac89b3,KDFW,KDFW,2/1/2020
ASA1622,,a29cbf,KSEA,KSJC,2/1/2020
ASA628,,accee2,KSEA,KJFK,2/1/2020
ASA805,,a6b7ec,KSEA,KPDX,2/1/2020
ASA885,,a411df,KSEA,KSEA,2/1/2020
EDV4957,,a19357,KORD,KJFK,2/1/2020
SWA3223,,aa9ef9,KLAX,KSJC,2/1/2020
UAL824,,a0a8df,KLAX,KBOS,2/1/2020
ENY4241,,a21c4c,KIAH,KDFW,2/1/2020
EJA551,,a70491,KLAX,KLAS,2/1/2020
UAL501,,a747cb,KORD,KDEN,2/1/2020
AAL2456,,ad99fc,KORD,KLAS,2/1/2020
AAL1733,,aaec9c,KORD,KDFW,2/1/2020
NKS730,,a90bdb,KLAX,KORD,2/1/2020
AAL1366,,a082ac,KLAX,KLAS,2/1/2020
AAL884,,a09533,KDFW,KDEN,2/1/2020
UAL1667,,a46d70,KORD,KORD,2/1/2020
AAL1784,,ab7613,KLAX,KDFW,2/1/2020
UAL1462,,a94b02,KSEA,KDEN,2/1/2020
AAL1180,,ace96c,KDFW,KFLL,2/1/2020
RPA6139,,a21bea,KORD,KBOS,2/1/2020
AAL1045,,ad8769,KORD,KSEA,2/1/2020
SKW3316,,a149c1,KLAX,KSJC,2/1/2020
ASA86,,a7b3c2,PANC,KSEA,2/1/2020
JSX427,,a28b00,KPHX,KSJC,2/1/2020
UAL2293,,aab187,KLAX,KDEN,2/1/2020
AAL1270,,a6cffc,KPHX,KDFW,2/1/2020
SKW5275,,ac7ac9,KORD,KORD,2/1/2020
CPZ6088,,a1a986,KLAX,KPDX,2/1/2020
AAL1460,,ad0e61,KDFW,KPDX,2/1/2020
UAL635,,ab97e6,KORD,KSEA,2/1/2020
AAL1401,,adb476,KDFW,KLAS,2/1/2020
QFA11,,7c8065,KLAX,KJFK,2/1/2020
ASQ4108,,a7ea86,KORD,KORD,2/1/2020
AAL1569,,abea11,KPHX,KBOS,2/1/2020
JBU1382,,a36553,KIAH,KJFK,2/1/2020
NKS469,,a8cf70,KDFW,KLAS,2/1/2020
DAL2540,,a44943,KLAX,KSEA,2/1/2020
SWA3812,,ab62f8,KPHX,KSFO,2/1/2020
AAL1260,,a40027,KDFW,KSFO,2/1/2020
SWA2998,,aaac18,KPHX,KDEN,2/1/2020
SWA3530,,ad6595,KLAX,KDEN,2/1/2020
AAL1853,,adc531,KDFW,KBOS,2/1/2020
UAL1280,,a8d4ef,KPHX,KORD,2/1/2020
SKW5546,,a10d56,KLAX,KSEA,2/1/2020
AAL482,,a8aa87,KPHX,KDEN,2/1/2020
AAL2861,,acd838,KLAX,KSFO,2/1/2020
NKS939,,a93ac8,KIAH,KDEN,2/1/2020
DAL1140,,a452c4,KLAX,KPDX,2/1/2020
UAL2160,,a94ae3,KORD,KLAS,2/1/2020
DAL2164,,a15397,KLAX,KJFK,2/1/2020
DAL1806,,a3fffc,KLAX,KSFO,2/1/2020
AAL2460,,a0b199,KLAX,KDFW,2/1/2020
DAL2527,,a3f8a1,KDTW,KBOS,2/1/2020
RPA3494,,a9d86c,KDFW,KDEN,2/1/2020
RPA3614,,a8a847,KORD,KSDF,2/1/2020
DAL1174,,a37e5a,KLAX,KLAS,2/1/2020
SWA5617,,a21d14,KPHX,KSDF,2/1/2020
DAL1011,,ad5fef,KDTW,KJFK,2/1/2020
DAL2299,,a3a222,KSEA,KPDX,2/1/2020
AAL2095,,acb636,KORD,KPHL,2/1/2020
DAL629,,a39017,KDTW,KLAS,2/1/2020
ASA452,,a7a89d,KLAX,KJFK,2/1/2020
AAL629,,a158c9,KPHX,KPHL,2/1/2020
UAL708,,a600a6,KLAX,KSFO,2/1/2020
UAL604,,a081ca,KPHX,KDEN,2/1/2020
DAL1563,,a04692,KDTW,KDFW,2/1/2020
AAL272,,ad237f,KORD,KJFK,2/1/2020
AAL2431,,adb3cb,KLAX,KORD,2/1/2020
AAL1638,,ac8a66,KORD,KDEN,2/1/2020
DAL1697,,a34e97,KDTW,KPHL,2/1/2020
AAL2339,,acaa77,KPHX,KJFK,2/1/2020
AAL1258,,a3244f,KDFW,KORD,2/1/2020
JSX415,,a2384b,KPHX,KLAS,2/1/2020
EJA587,,a79158,KLAX,KLAS,2/1/2020
DAL2806,,a3f133,KLAX,KDFW,2/1/2020
AAL2722,,ad0725,KPHX,KSJC,2/1/2020
DAL1881,,a057c7,KIAH,KJFK,2/1/2020
AAL1620,,ac97e4,KPHX,KORD,2/1/2020
UAL462,,ab128d,KIAH,KLAS,2/1/2020
ASA1744,,abb810,KSEA,KSFO,2/1/2020
DAL2376,,acdc40,KDTW,KSEA,2/1/2020
UAL1815,,aa4c3e,KIAH,KSFO,2/1/2020
SWA3774,,a30a0e,KLAX,KLAS,2/1/2020
ASA369,,a835d1,KLAX,KPDX,2/1/2020
UAL1061,,a59f15,KIAH,KDFW,2/1/2020
QXE2219,,a57747,KSEA,KSEA,2/1/2020
AAL167,,a06db4,KLAX,KBOS,2/1/2020
DAL2398,,a35e49,KDTW,KORD,2/1/2020
UAL1160,,a44520,KIAH,KORD,2/1/2020
SKW5392,,ad5404,KDTW,KORD,2/1/2020
AAL157,,a76df8,KDFW,KLAS,2/1/2020
DAL1226,,a46304,KSEA,KLAS,2/1/2020
AAL238,,a00d5b,KLAX,KJFK,2/1/2020
JBU700,,ace063,KLAX,KFLL,2/1/2020
UAL499,,a3a084,KORD,KSFO,2/1/2020
AAL2634,,ad20f4,KORD,KSFO,2/1/2020
ASA1360,,a6ee47,KLAX,KBOS,2/1/2020
RPA6110,,ac26cf,KDTW,KSDF,2/1/2020
SKW5256,,a0af7c,KORD,KBOS,2/1/2020
UAL463,,a94bff,KIAH,KDEN,2/1/2020
SWA2970,,abb54f,KPHX,KLAS,2/1/2020
UAL2458,,a9dc5e,KIAH,KFLL,2/1/2020
ENY4102,,acc59d,KORD,KSDF,2/1/2020
AAL888,,ac5cd7,KORD,KBOS,2/1/2020
ASA415,,a4194d,KLAX,KSEA,2/1/2020
AAL854,,a1a2b6,KPHX,KPHL,2/1/2020
ASA1670,,a526e6,KSEA,KDEN,2/1/2020
NKS1475,,a65c95,KDTW,KLAS,2/1/2020
AAL980,,ac7e15,KIAH,KDFW,2/1/2020
AAL2755,,a0cdf3,KDFW,KSEA,2/1/2020
SWA3218,,abe77a,KSEA,KSJC,2/1/2020
AAL1328,,aaffa2,KDFW,KPHL,2/1/2020
RPA4567,,a53436,KIAH,KPHL,2/1/2020
DAL2429,,a05b7e,KSEA,KSFO,2/1/2020
ASA516,,a335ad,KSEA,KSJC,2/1/2020
AAL2412,,a3244a,KDFW,KORD,2/1/2020
AAL355,,acd5ad,KDFW,KDFW,2/1/2020
ASH5927,,a23c2e,KDFW,KSDF,2/1/2020
AAL2635,,ace5bc,KDFW,KDEN,2/1/2020
AAL1497,,accb22,KPHX,KORD,2/1/2020
SWA3721,,abf375,KSEA,KDEN,2/1/2020
AAL1844,,a10d82,KPHX,KSFO,2/1/2020
AAL2511,,ac81d2,KLAX,KDFW,2/1/2020
UAL549,,a5c694,KORD,KPDX,2/1/2020
SWA4157,,aa2e2d,KLAX,KSJC,2/1/2020
AAL244,,ad928e,KDFW,KFLL,2/1/2020
UAL278,,a5b55f,KSEA,KORD,2/1/2020
ASA81,,a36851,PANC,KSEA,2/1/2020
NKS866,,a92fa3,KLAX,KDFW,2/1/2020
NKS484,,a8063e,KDFW,KPHL,2/1/2020
AAL2248,,a10931,KDFW,KSFO,2/1/2020
SKW5600,,a105e8,KDFW,KSFO,2/1/2020
UAL2314,,aa8a26,KORD,KDEN,2/1/2020
AAL1399,,a4ce11,KPHX,KDFW,2/1/2020
DAL956,,a39e6b,KLAX,KLAS,2/1/2020
AAL671,,a17acb,KDFW,KLAS,2/1/2020
DAL1163,,a44591,KSEA,KBOS,2/1/2020
UAL519,,a8d489,KORD,KLAS,2/1/2020
AAL1106,,ad10ec,KORD,KDFW,2/1/2020
AAL777,,a6e89f,KPHX,KLAS,2/1/2020
AAL4,,a009a4,KLAX,KJFK,2/1/2020
UAL204,,aa2ba1,KLAX,KLAS,2/1/2020
DAL1190,,a486cc,KPHX,KSEA,2/1/2020
AAL967,,a05c59,KLAX,KORD,2/1/2020
AAL228,,a101c3,KSEA,KDFW,2/1/2020
ENY4041,,a7dd8e,KDTW,KORD,2/1/2020
SWA2427,,abf396,KDTW,KLAS,2/1/2020
DAL468,,a13386,KLAX,KJFK,2/1/2020
ASA651,,a4f5a0,KDFW,KSEA,2/1/2020
ENY4137,,a2bdff,KIAH,KORD,2/1/2020
SWA4298,,aa649c,KPHX,KDEN,2/1/2020
SWA4676,,abb9b2,KPHX,KLAS,2/1/2020
ASA465,,a2ebbd,KLAX,KSEA,2/1/2020
ASA423,,a2deb3,KPHX,KSEA,2/1/2020
LOF4621,,a0a901,KDTW,KORD,2/1/2020
DAL676,,a438b0,KSEA,KPDX,2/1/2020
JBU2200,,acca19,KLAX,KFLL,2/1/2020
NKS896,,a93711,KLAX,KLAS,2/1/2020
AAL1027,,aced23,KDFW,KORD,2/1/2020
AAL658,,a0d72b,KLAX,KPHL,2/1/2020
ASA1674,,a27f07,KSEA,KDEN,2/1/2020
AAL592,,a0bcb2,KDFW,KLAS,2/1/2020
DAL182,,a968df,KSEA,KJFK,2/1/2020
UAL523,,a85f29,KPHX,KORD,2/1/2020
SWA1662,,a59f53,KPHX,KPDX,2/1/2020
ASA90,,a2b562,PANC,KSEA,2/1/2020
DAL1194,,a448db,KSEA,KPDX,2/1/2020
DAL129,,abd69d,KLAX,KSEA,2/1/2020
ASA1486,,ab8923,KLAX,KLAS,2/1/2020
AAL615,,a06646,KPHX,KORD,2/1/2020
UAL1101,,a3a0ca,KIAH,KDEN,2/1/2020
UAL254,,a4943f,KPHX,KDEN,2/1/2020
ASA1630,,a420bb,KSEA,KLAS,2/1/2020
UAL1790,,a76f67,KORD,KSFO,2/1/2020
AAL1555,,acf0db,KLAX,KLAS,2/1/2020
AAL231,,a65408,KLAX,KDFW,2/1/2020
DAL3078,,a36f7e,KORD,KSEA,2/1/2020
UAL423,,ab540d,KIAH,KLAS,2/1/2020
UAL606,,a44521,KIAH,KFLL,2/1/2020
DAL1550,,a3dc34,KSEA,KSJC,2/1/2020
ASA39,,a331f6,KORD,KSEA,2/1/2020
SWA5560,,a71b6d,KLAX,KDEN,2/1/2020
DAL1694,,a45b96,KSEA,KLAS,2/1/2020
ASA655,,a2228b,KDFW,KPDX,2/1/2020
AAL274,,a01fee,KLAX,KJFK,2/1/2020
ENY4250,,a22771,KIAH,KDFW,2/1/2020
UAL1899,,a46d4f,KIAH,KORD,2/1/2020
ASA1688,,a855e2,KSEA,KLAS,2/1/2020
CPZ5680,,a80552,KLAX,KSJC,2/1/2020
PDT4994,,a87065,KDTW,KPHL,2/1/2020
CPZ6054,,a1babb,KLAX,KSEA,2/1/2020
DAL188,,a65092,KDTW,KSEA,2/1/2020
UAL269,,a76f68,KLAX,KORD,2/1/2020
AAL168,,aced24,KORD,KLAS,2/1/2020
UAL1821,,a4e876,KIAH,KDFW,2/1/2020
UAL504,,a9d62e,KDFW,KORD,2/1/2020
AAL1796,,a4bb8a,KPHX,KDFW,2/1/2020
AAL2223,,acdf9a,KDFW,KORD,2/1/2020
LOF4746,,a081a3,KORD,KSDF,2/1/2020
ASA1927,,ab77ee,KLAX,KSFO,2/1/2020
ASA34,,a4c6b3,KSEA,KORD,2/1/2020
UAL738,,a5e44c,KSEA,KDEN,2/1/2020
ASA80,,a682ef,PANC,KSEA,2/1/2020
RPA6142,,a2147c,KORD,KBOS,2/1/2020
AAL460,,a19b48,KPHX,KPHL,2/1/2020
UAL314,,aa7abe,KLAX,KDEN,2/1/2020
ASA469,,ab9091,KLAX,KSEA,2/1/2020
AAL2429,,ad9003,KORD,KDFW,2/1/2020
NKS1858,,ac9f4f,KIAH,KFLL,2/1/2020
AAL1653,,aa6ade,KLAX,KDEN,2/1/2020
AAL2683,,ac468d,KDFW,KSFO,2/1/2020
ASA659,,ab7437,KPHX,KPDX,2/1/2020
ASA1750,,a68e81,KSEA,KSFO,2/1/2020
AAL2579,,acd296,KDFW,KBOS,2/1/2020
DAL542,,a3a222,KSEA,KPDX,2/1/2020
CPZ6033,,a196f3,KLAX,KSFO,2/1/2020
DAL1145,,a02c91,KDTW,KBOS,2/1/2020
DAL1092,,ab5c69,KDTW,KSEA,2/1/2020
JBU688,,ad1cde,KLAX,KBOS,2/1/2020
AAL1079,,acb285,KSEA,KDFW,2/1/2020
UAL1942,,a1befc,KLAX,KDEN,2/1/2020
FFT2131,,a2090d,KDTW,KLAS,2/1/2020
AAL2825,,ad6116,KORD,KPHL,2/1/2020
DAL2828,,adc180,KDTW,KORD,2/1/2020
AAL2639,,a3244f,KORD,KSFO,2/1/2020
UAL664,,a59197,KORD,KPHL,2/1/2020
AAL15,,a082ac,KLAX,KORD,2/1/2020
ASA1783,,a8321a,KLAX,KSEA,2/1/2020
DAL2764,,a3a5d9,KSEA,KDEN,2/1/2020
NKS736,,a6a7dc,KLAX,KORD,2/1/2020
UAL2236,,ac523c,KPHX,KSFO,2/1/2020
AAL1953,,a0e086,KLAX,KDFW,2/1/2020
AAL497,,aa1f97,KLAX,KSFO,2/1/2020
AAL470,,a8fd3c,KPHX,KSJC,2/1/2020
DAL1364,,a37e5a,KLAX,KPDX,2/1/2020
ASA581,,a1efe7,KPHX,KSEA,2/1/2020
PDT4921,,a895b0,KDTW,KPHL,2/1/2020
ACA737,,c04fd7,KLAX,KSFO,2/1/2020
KAL257,,71c251,PANC,KJFK,2/1/2020
ASA687,,a33964,KORD,KPDX,2/1/2020
LOF4769,,a1c03a,KORD,KSDF,2/1/2020
SKW3479,,a149c1,KLAX,KSJC,2/1/2020
CPZ5739,,a83e06,KLAX,KLAS,2/1/2020
SWA3146,,a2396e,KLAX,KSFO,2/1/2020
JSX409,,a2725d,KPHX,KLAS,2/1/2020
DAL1327,,a39e7e,KLAX,KSFO,2/1/2020
AAL2608,,ab1bf0,KORD,KPHL,2/1/2020
SKW5957,,a10d56,KSEA,KSFO,2/1/2020
UAL1973,,a085a4,KIAH,KSFO,2/1/2020
SWA581,,abb222,KPHX,KLAS,2/1/2020
ASA1983,,a2e806,KSEA,KPDX,2/1/2020
ASA559,,a35975,KSEA,KSEA,2/1/2020
AAL2346,,ac96b8,KORD,KDFW,2/1/2020
UAL2169,,a5fcef,KORD,KDFW,2/1/2020
AAL556,,a1978f,KPHX,KDFW,2/1/2020
ASA1994,,a37986,KSEA,KSJC,2/1/2020
SWA3719,,abb5bf,KSEA,KLAS,2/1/2020
UAL1897,,a9dce9,KLAX,KORD,2/1/2020
SKW5475,,aad3a0,KLAX,KSEA,2/1/2020
UAL816,,aa56db,KSEA,KSFO,2/1/2020
AAL32,,a02c40,KLAX,KJFK,2/1/2020
SKW5456,,a1c64e,KDFW,KSFO,2/1/2020
AAL883,,ac72e4,KPHX,KORD,2/1/2020
NKS245,,a90bdb,KORD,KLAS,2/1/2020
UAL447,,a2b810,KLAX,KSFO,2/1/2020
EDV5572,,acba30,KDTW,KORD,2/1/2020
ENY4086,,ac6f31,KORD,KSDF,2/1/2020
AAL694,,ac77d3,KDFW,KPHL,2/1/2020
NCA134,,846def,PANC,KORD,2/1/2020
SWA4579,,aa1f65,KPHX,KSJC,2/1/2020
ASA487,,a85999,KLAX,KPDX,2/1/2020
UAL2186,,a52c4f,KLAX,KSFO,2/1/2020
DAL2262,,a12861,KLAX,KJFK,2/1/2020
DAL2002,,a062ec,KSEA,KSFO,2/1/2020
CPZ6031,,a1b4ab,KLAX,KSJC,2/1/2020
AAL1203,,a0b199,KDFW,KLAS,2/1/2020
DAL1745,,a05410,KDTW,KJFK,2/1/2020
AAL1045,,ad8769,KSEA,KORD,2/1/2020
SKW5628,,ad906f,KIAH,KORD,2/1/2020
AAL2559,,ad14a3,KDTW,KDFW,2/1/2020
UAL420,,a5dcde,KLAX,KSFO,2/1/2020
SWA3323,,a53f20,KPHX,KLAS,2/1/2020
AAL2830,,ace96d,KIAH,KDFW,2/1/2020
SWA4526,,aaa247,KLAX,KLAS,2/1/2020
