callsign,,icao24,origin,destination,firstseen
ASA440,,a3133c,KSEA,KLAX,2/29/2020
UAL1218,,aaa5ae,KORD,KIAH,2/29/2020
UAL1165,,a9d62e,KORD,KMCI,2/29/2020
UPS1481,,a2f13a,KDTW,KSDF,2/29/2020
AAL1440,,acb0b9,KORD,KSMF,2/29/2020
SKW5400,,ad4c96,KIAH,KABQ,2/29/2020
FFT1426,,a3db93,KPHX,KORD,2/29/2020
UAL1643,,a9d5e4,KORD,KSYR,2/29/2020
AAL1394,,adeddd,KDFW,KLAX,2/29/2020
AAL997,,aab812,KDFW,SAEZ,2/29/2020
ASQ4212,,a806e0,KORD,KATL,2/29/2020
DAL2985,,a3e9b2,KSEA,60CO,2/29/2020
SWA487,,a1aa4e,KPHX,,2/29/2020
GJS4553,,a6d27b,KORD,KGRB,2/29/2020
ASA45,,a7e8bf,PANC,,2/29/2020
AWI4824,,a5196c,KORD,KC75,2/29/2020
BTQ464,,ab1a2d,KDFW,9XS0,2/29/2020
SKW5650,,a0d6fb,KIAH,,2/29/2020
ASQ4259,,a041cb,KIAH,,2/29/2020
AWI3927,,a526ea,KORD,,2/29/2020
ENY3827,,a2b2da,KORD,,2/29/2020
DAL425,,a42e13,KDTW,KBNA,2/29/2020
ASQ4390,,a0ef2d,KIAH,,2/29/2020
SKW5548,,ac9113,KLAX,KPSP,2/29/2020
SWA651,,aaa96f,KLAX,KSTL,2/29/2020
GJS4547,,a6837d,KORD,KSTL,2/29/2020
UAL304,,aaa893,KORD,KIAD,2/29/2020
DAL1419,,a4076a,KDTW,KROC,2/29/2020
CKS916,,a9675d,PANC,RKSI,2/29/2020
ASH5986,,ac9121,KPHX,4IA8,2/29/2020
RPA3663,,aa127e,KIAH,KTUL,2/29/2020
ASQ4017,,a09f19,KIAH,79TX,2/29/2020
SWA2470,,a24493,KLAX,KLAS,2/29/2020
UAL845,,a1aa10,KORD,SBGR,2/29/2020
CPZ5695,,a83e06,KSEA,KSJC,2/29/2020
UAL688,,a0acfd,KIAH,KRDU,2/29/2020
SKW4239,,a915f3,KDTW,NK72,2/29/2020
UPS857,,a0e600,KPHX,KSDF,2/29/2020
SKW2996,,a9614d,KLAX,,2/29/2020
ASH5716,,ad4844,KDFW,,2/29/2020
ASH6368,,ac5314,KIAH,KRIR,2/29/2020
ASA464,,a5f3cf,KSEA,KLAX,2/29/2020
DAL652,,ad0d3a,KDTW,KCMH,2/29/2020
SWA1073,,ab628c,KPHX,KDAL,2/29/2020
ASQ4100,,a7f44d,KORD,08IL,2/29/2020
ASH6309,,abb537,KIAH,,2/29/2020
AAL108,,a9961b,KLAX,EGLL,2/29/2020
UAL613,,aa4c1a,KORD,KEWR,2/29/2020
SKW4260,,acb892,KDTW,KCZG,2/29/2020
RPA3677,,a9d4b5,KORD,KAKH,2/29/2020
ASA97,,a5c4e2,KSEA,PANC,2/29/2020
WJA1341,,c00926,KPHX,,2/29/2020
UAL1234,,a85e2b,KIAH,KAUS,2/29/2020
UAL1641,,a611db,KORD,KGRR,2/29/2020
EDV4851,,a8d5db,KDTW,KMBS,2/29/2020
VOI915,,0d0867,KLAX,,2/29/2020
FFT2135,,a9a419,KDFW,KLAS,2/29/2020
FDX1262,,a83477,KPHX,KUTA,2/29/2020
ASH6243,,abdcb5,KIAH,,2/29/2020
UAL2211,,a288e4,KORD,KDTW,2/29/2020
SKW5266,,a0f355,KDTW,KORD,2/29/2020
SWR41,,4b191b,KLAX,LSZH,2/29/2020
UAL730,,a46c9a,KIAH,KSAN,2/29/2020
AAL348,,acf5be,KDFW,KSNA,2/29/2020
SWA2130,,aa7b10,KPHX,KLAS,2/29/2020
ENY3906,,a7f9e8,KORD,,2/29/2020
AAL2720,,ace5bc,KDFW,KMIA,2/29/2020
BAW196E,,4007f3,KIAH,EGLL,2/29/2020
AAL691,,ac2dea,KPHX,KAUS,2/29/2020
DAL1527,,a36a13,KDTW,KBUF,2/29/2020
SKW5072,,adacc9,KORD,KSPI,2/29/2020
SWA5768,,a717b6,KLAX,KSAT,2/29/2020
UAL2422,,a56dcf,KORD,KLGA,2/29/2020
DAL2179,,a46310,KDTW,,2/29/2020
UAL976,,a94b51,KORD,KCLE,2/29/2020
AAL403,,a1427f,KPHX,KORD,2/29/2020
FDX1234,,a75659,KLAX,KUTA,2/29/2020
UAL214,,a5adf1,KSEA,KSFO,2/29/2020
UAL1716,,ab5dd4,KORD,KCVG,2/29/2020
ASQ4375,,a12096,KIAH,KNRQ,2/29/2020
JSX403,,a2e5df,KPHX,KBUR,2/29/2020
EDV5440,,a145b7,KDTW,NH60,2/29/2020
SKW3989,,a82903,KLAX,KTUS,2/29/2020
ASA518,,a69238,KSEA,KSNA,2/29/2020
ASA1340,,ab7437,KPHX,KSFO,2/29/2020
SKW4019,,ab39e3,KDTW,KGRB,2/29/2020
UAL1816,,a8d4b0,KORD,KEWR,2/29/2020
SKW5888,,a5aa1c,KIAH,,2/29/2020
UAL2183,,ac6118,KORD,,2/29/2020
CPZ6006,,a19e61,KLAX,CYVR,2/29/2020
FDX1201,,a30ffd,KDFW,KUTA,2/29/2020
DAL1608,,ac7aa9,KDTW,7PS7,2/29/2020
SWA948,,aab129,KPHX,KSAN,2/29/2020
DAL1699,,a44031,KDTW,,2/29/2020
ASH6043,,ac2bb7,KIAH,KSLC,2/29/2020
AAL1597,,ac75a5,KLAX,60CO,2/29/2020
QXE2503,,a880b0,KSEA,,2/29/2020
ASH6120,,ac2bf8,KIAH,KAUS,2/29/2020
UAL283,,a4cfd3,KLAX,KSFO,2/29/2020
SKW3724,,ab6519,KDTW,,2/29/2020
ATN3713,,a9ec90,KPHX,KABE,2/29/2020
RPA3470,,aa23b3,KIAH,KMCI,2/29/2020
SKW3412,,a129b0,KSEA,KBOI,2/29/2020
SWA834,,a9979f,KLAX,,2/29/2020
DAL1603,,a41144,KDTW,KSCH,2/29/2020
QXE2374,,a55ea4,KSEA,KSFF,2/29/2020
SKW5471,,aacc32,KLAX,KSBP,2/29/2020
UAL62,,a2a3d2,KIAH,SBGR,2/29/2020
WJA1465,,c07ee8,KPHX,,2/29/2020
SKW4220,,a61f27,KDTW,07PN,2/29/2020
ENY3606,,a24014,KDFW,,2/29/2020
DAL760,,adcca5,KDTW,,2/29/2020
AAL2332,,ada16a,KDFW,KBNA,2/29/2020
ASQ4320,,a041e7,KIAH,62TX,2/29/2020
SCX608,,ab1628,KPHX,KMSP,2/29/2020
SKW3046,,aa55b5,KLAX,KAVQ,2/29/2020
ASH5710,,ad35b1,KDFW,KDTS,2/29/2020
SWA754,,ab5eb2,KLAX,KSMF,2/29/2020
UAL1242,,a53ee2,KIAH,KDFW,2/29/2020
DAL2327,,acd486,KDTW,KCLE,2/29/2020
CPZ6042,,a1c997,KLAX,,2/29/2020
DAL1940,,a39e6b,KDTW,KSYR,2/29/2020
ASH6159,,abdc76,KIAH,,2/29/2020
ASA349,,acddbe,KLAX,KSEA,2/29/2020
DAL2201,,a3612a,KDTW,KPHL,2/29/2020
ASH6215,,ab3e98,KIAH,KDMA,2/29/2020
UAL1074,,a2e045,KORD,KMSP,2/29/2020
ASQ4236,,a01ab2,KIAH,KCRP,2/29/2020
DAL2156,,ab8f0d,KDTW,KMSN,2/29/2020
UAL794,,a8ad4e,KORD,KMSN,2/29/2020
DAL2226,,ab400f,KLAX,KSFO,2/29/2020
UAL1813,,a513ac,KIAH,KLAX,2/29/2020
JIA5531,,a789b4,KDFW,,2/29/2020
SKW3490,,a1878a,KSEA,KFAT,2/29/2020
SWA1885,,abe3c8,KLAX,60CO,2/29/2020
SWA1733,,abadf9,KPHX,KSEA,2/29/2020
UAL1061,,a5a2cc,KIAH,KMFE,2/29/2020
UCA4984,,a05b1a,KORD,,2/29/2020
SWA987,,a5dd1c,KPHX,,2/29/2020
AWI4863,,a4f1ed,KORD,KMKE,2/29/2020
ABX903,,aa9bc1,KSEA,KCVG,2/29/2020
UAL2134,,ac1988,KIAH,,2/29/2020
SKW3083,,aa1f5a,KORD,,2/29/2020
ASQ4423,,a0ee34,KIAH,TS87,2/29/2020
QXE2867,,a8758b,KLAX,KPAE,2/29/2020
ATN3784,,a42665,KPHX,4IL3,2/29/2020
ASQ4317,,a0b86b,KIAH,,2/29/2020
LOF4667,,a03281,KORD,07KY,2/29/2020
QXE2948,,a831b2,KSEA,2MT0,2/29/2020
NKS362,,a91ab7,KIAH,KATL,2/29/2020
RVF880,,ac4970,PANC,98AK,2/29/2020
ENY3611,,a292c9,KORD,KTUL,2/29/2020
ASH6145,,ac2bb6,KIAH,,2/29/2020
SWA1718,,abb930,KSEA,60CO,2/29/2020
UAL1247,,a3a0ed,KIAH,KSAT,2/29/2020
AAL136,,aabf80,KLAX,EGLL,2/29/2020
SKW3077,,a7fb7d,KORD,,2/29/2020
QXE2061,,a57747,KSEA,KPDX,2/29/2020
DAL2530,,ab23b5,KDTW,KBWI,2/29/2020
ASH6314,,ab663f,KIAH,,2/29/2020
SKW2991,,a98515,KORD,KSDF,2/29/2020
DAL1010,,a3dfeb,KLAX,KPDX,2/29/2020
SKW3198,,aa596c,KORD,KGRB,2/29/2020
SWA1516,,a4f3d9,KPHX,KSAN,2/29/2020
DAL1443,,a3be8f,KLAX,60CO,2/29/2020
UPS903,,a32890,KLAX,KSDF,2/29/2020
ASA322,,a5521c,KSEA,KSJC,2/29/2020
NKS619,,a6c07f,KIAH,KSAN,2/29/2020
DLH4C,,3c6705,KORD,EDDM,2/29/2020
AAL2484,,adeca5,KLAX,KDFW,2/29/2020
ASH5974,,a23fe5,KDFW,,2/29/2020
SWA1434,,a71b6d,KPHX,KOAK,2/29/2020
UAL1765,,a837a3,KIAH,KLAS,2/29/2020
SKW2961,,a9d413,KORD,KBNA,2/29/2020
FDX1218,,a368c2,KDTW,,2/29/2020
SWA196,,a1ca5f,KLAX,KAUS,2/29/2020
ASA720,,a59d63,KSEA,,2/29/2020
SWA1318,,abc4d8,KPHX,KPDX,2/29/2020
UAL847,,a8a4c7,KIAH,,2/29/2020
GJS4512,,a6dff9,KORD,KEYE,2/29/2020
DAL2940,,ab58b2,KLAX,KSLC,2/29/2020
SWA1814,,aa7e16,KPHX,KSNA,2/29/2020
FDX1299,,a0ae57,KIAH,KUTA,2/29/2020
SKV7682,,c00b7e,KORD,CYYZ,2/29/2020
ASA1092,,a30f85,KSEA,KSFO,2/29/2020
SKW3703,,a26093,KLAX,KABQ,2/29/2020
GJS6217,,a8aaa5,KDTW,CYYZ,2/29/2020
AAL597,,a13c73,KPHX,KSFO,2/29/2020
AAL2106,,a77f2d,KPHX,KLAS,2/29/2020
ENY3737,,a81032,KORD,KBMI,2/29/2020
SWA1049,,abeb7c,KLAX,KSJC,2/29/2020
SKW4317,,ace9d8,KDTW,2IL3,2/29/2020
AAL1208,,acd64b,KPHX,KABQ,2/29/2020
UPS771,,a40e1c,KIAH,KSDF,2/29/2020
ASA1933,,abb0a2,KLAX,KSFO,2/29/2020
AAL867,,a8b805,KPHX,,2/29/2020
ENY3921,,a24782,KORD,KGRR,2/29/2020
ENY3329,,a26f01,KORD,KCMH,2/29/2020
AAL2857,,a129dc,KORD,KAKH,2/29/2020
ASH6291,,acf344,KIAH,KORF,2/29/2020
ASA636,,a262ad,KSEA,KPHX,2/29/2020
SWA585,,abb995,KPHX,KRIR,2/29/2020
SKW3088,,aa06b7,KORD,,2/29/2020
AAL1992,,a8bf73,KPHX,KBOI,2/29/2020
UAL1963,,a8d5a4,KIAH,60CO,2/29/2020
AWI3955,,a5a11e,KORD,KATW,2/29/2020
ENY4005,,ac76b6,KORD,KDAY,2/29/2020
ASA544,,ab7ba5,KSEA,KSMF,2/29/2020
AWI4826,,a5b3b1,KORD,KFPK,2/29/2020
AAL699,,ab674b,KPHX,KSFF,2/29/2020
ASA147,,a80c87,PANC,,2/29/2020
AAL2108,,a89f62,KPHX,KSJC,2/29/2020
ASA1996,,a699a6,KSEA,KTUS,2/29/2020
NAX7744,,479089,KLAX,LEMD,2/29/2020
ENY3541,,a7e145,KORD,KCWA,2/29/2020
ENY3814,,a9250d,KORD,KTOL,2/29/2020
SKW3060,,aa51fe,KORD,KEYE,2/29/2020
CKS403,,aa5457,KLAX,KCVG,2/29/2020
WJA1699,,c0669e,KLAX,CYVR,2/29/2020
RVF842,,ac295f,PANC,6AK3,2/29/2020
AAL2738,,acfd2c,KORD,KDFW,2/29/2020
ASA448,,a2f584,KSEA,KLAX,2/29/2020
JZA100,,c05f01,KSEA,CYVR,2/29/2020
ASQ4219,,a1200d,KORD,CYYZ,2/29/2020
CPZ5733,,a841bd,KLAX,KSFF,2/29/2020
AAL2048,,a897f4,KPHX,KSMF,2/29/2020
UPS613,,a0b35c,KORD,KSDF,2/29/2020
AAL892,,a9d44c,KLAX,KSFO,2/29/2020
AFR6735,,3951c1,KORD,LFPG,2/29/2020
SKW3085,,a97da7,KPHX,KPSP,2/29/2020
SKW5740,,ad77cc,KLAX,,2/29/2020
ABX120,,a1e14a,KIAH,KCVG,2/29/2020
ATN3721,,a47cd1,KSEA,KAFW,2/29/2020
SWA1821,,a19f29,KPHX,KBUR,2/29/2020
SOO7950,,aa7d2b,KORD,RKSI,2/29/2020
ACA559,,c04053,KLAX,CYVR,2/29/2020
VOZ24,,7c6c61,KLAX,YMML,2/29/2020
AAL2746,,ab6eb9,KPHX,KBTF,2/29/2020
SAS944,,4aca61,KORD,EKCH,2/29/2020
AAL267,,adc532,KDFW,KTUL,2/29/2020
SKW3131,,abd29f,KPHX,,2/29/2020
AAL2611,,a06db4,KORD,KLAX,2/29/2020
QXE2910,,a4b1cc,KSEA,KBOI,2/29/2020
AAL559,,a149f1,KPHX,KSAN,2/29/2020
AAL2568,,aced23,KDFW,KSAN,2/29/2020
SWA4195,,ab5e6c,KPHX,KLAX,2/29/2020
ANZ5,,c82781,KLAX,NZAA,2/29/2020
UAL819,,aa92ff,KIAH,SAEZ,2/29/2020
ASH5800,,accd8c,KDFW,,2/29/2020
SKW3288,,aa3839,KORD,KMSN,2/29/2020
AAL2844,,ab2729,KDFW,KMFE,2/29/2020
SWA1277,,a50064,KPHX,,2/29/2020
SKW3054,,a9903a,KPHX,KFAT,2/29/2020
ASA1150,,a2d1bc,KSEA,KBUR,2/29/2020
ENY3384,,a22003,KDFW,KXNA,2/29/2020
ENY4100,,a2c90d,KDFW,,2/29/2020
UAL391,,a13650,KORD,CYYZ,2/29/2020
AAL1435,,a3ed91,KDFW,KAUS,2/29/2020
ASH5837,,a234c0,KPHX,KMRY,2/29/2020
ASA1012,,ab6cc9,KSEA,KMSP,2/29/2020
UPS601,,a38dd8,KORD,KSDF,2/29/2020
ASH5911,,acc61e,KDFW,KCRP,2/29/2020
SWA1764,,aaa1de,KLAX,KSFO,2/29/2020
BAW92W,,4006ae,KDFW,EGLL,2/29/2020
AAL820,,aa234a,KPHX,KLAX,2/29/2020
UPS765,,a2e9cc,KDFW,KSDF,2/29/2020
WJA1423,,c080a6,KLAX,,2/29/2020
SWA1226,,a23200,KLAX,KSLC,2/29/2020
ENY9800,,a2f092,KORD,KDFW,2/29/2020
AAL2790,,aa763f,KDFW,KIAH,2/29/2020
AAL634,,aa7288,KPHX,KRIR,2/29/2020
AAL2394,,a09cad,KDFW,KSEA,2/29/2020
AAL2664,,a17708,KDFW,KJFK,2/29/2020
SWA2114,,ad0f29,KSEA,KSJC,2/29/2020
JBU1224,,ad2095,KLAX,KJFK,2/29/2020
ASH5979,,ad2bea,KDFW,,2/29/2020
LOT4,,495173,KORD,EPWA,2/29/2020
ENY3593,,aaed07,KDFW,TX45,2/29/2020
ATN1817,,a6b5e7,KSEA,KLAX,2/29/2020
AAL450,,ab4383,KPHX,KSAT,2/29/2020
SWA1363,,a2a87d,KLAX,,2/29/2020
AAL909,,a14bde,KDFW,SPJC,2/29/2020
AAL456,,adca15,KDFW,KSMF,2/29/2020
ASH5949,,ac7e8e,KDFW,,2/29/2020
CKS102,,a2dd2a,KDFW,KCVG,2/29/2020
SKW2982,,a973e0,KPHX,,2/29/2020
UAL129,,a8deda,KIAH,SBGL,2/29/2020
AAL1471,,ac90a7,KSEA,KMIA,2/29/2020
ENY3300,,ab5c16,KDFW,,2/29/2020
QXE2851,,a569c9,KSEA,KPDX,2/29/2020
ENY3715,,ab7617,KDFW,8TS2,2/29/2020
SKW3173,,a9c2de,KDFW,,2/29/2020
SWA2455,,a4f022,KPHX,KSLC,2/29/2020
GTI3525,,a0c3fc,KIAH,KMIA,2/29/2020
ENY3942,,a258b7,KDFW,,2/29/2020
AAL2347,,ad5d5f,KDFW,KCOS,2/29/2020
ASH5870,,ad1d0e,KPHX,KTUS,2/29/2020
ASA355,,a2b562,KLAX,KSEA,2/29/2020
SKW3245,,a9ea5d,KDFW,,2/29/2020
SKW3733,,a2af91,KSEA,KMKE,2/29/2020
AAL2863,,aa0aab,KDFW,,2/29/2020
SKW3018,,a9fb92,KPHX,,2/29/2020
AAL344,,abdb35,KDFW,KSLC,2/29/2020
AAL1618,,ab0971,KLAX,KPHX,2/29/2020
AAL2177,,adea26,KDFW,KMCI,2/29/2020
ASH5874,,acd935,KDFW,,2/29/2020
ASH3234,,abb5a2,KIAH,,2/29/2020
ENY3965,,a80c7b,KDFW,KHRL,2/29/2020
UAL1896,,aa7e56,KORD,02PR,2/29/2020
SWA2199,,abbd73,KSEA,KOAK,2/29/2020
CPZ6012,,a1d4bc,KLAX,KSJC,2/29/2020
SKV7690,,c00b9c,KORD,CYYZ,2/29/2020
AAL84,,ad049a,KDFW,KLAX,2/29/2020
ENY3573,,a2c56d,KDFW,79TX,2/29/2020
AAL2190,,ac76a7,KDFW,02PR,2/29/2020
SKW5614,,a9586e,KLAX,,2/29/2020
AAL1744,,a0b550,KDFW,KPHX,2/29/2020
DAL1907,,a44262,KSEA,KLAX,2/29/2020
AAL312,,acc76b,KLAX,KLAS,2/29/2020
AAL1205,,acf0da,KDFW,KAUS,2/29/2020
AAL2564,,a403df,KDFW,KABQ,2/29/2020
DAL2388,,a4421d,KLAX,KSEA,2/29/2020
ENY3569,,a26b4a,KDFW,KGOP,2/29/2020
UPS605,,a3376c,KORD,KSDF,2/29/2020
SKW5591,,ad68f0,KLAX,KFAT,2/29/2020
AAL2281,,a10931,KDFW,KSAT,2/29/2020
SWA1953,,a72ca2,KLAX,4AZ0,2/29/2020
AAL1107,,aa15cc,KPHX,KSBA,2/29/2020
DAL2070,,ac6364,KSEA,PANC,2/29/2020
ASA70,,a7fdab,PANC,,2/29/2020
QXE2554,,a8557a,KLAX,KSJC,2/29/2020
SWA2447,,a53f20,KPHX,KSJC,2/29/2020
AAL2555,,adc17b,KDFW,KRIR,2/29/2020
SKW5827,,a0b333,KLAX,,2/29/2020
SKW5039,,aced8f,KLAX,KPRC,2/29/2020
ENY4038,,a2c1b6,KDFW,,2/29/2020
DAL1223,,a05b7e,KSEA,,2/29/2020
FDX1247,,a14c53,KORD,,2/29/2020
CPZ6024,,a1cd4e,KLAX,KABQ,2/29/2020
SKW3151,,aa60da,KDFW,,2/29/2020
FDX1802,,a841f5,KSEA,KOAK,2/29/2020
ASH5733,,ad0822,KPHX,9CA0,2/29/2020
CMP362,,0c208c,KLAX,KJFK,2/29/2020
SKW4060,,a27a94,KLAX,KBOI,2/29/2020
LPE2469,,e80210,KLAX,SPJC,2/29/2020
EDV4756,,a21142,KDTW,MI47,2/29/2020
UAE212,,896473,KDFW,OMDB,2/29/2020
AAL418,,aa02ab,KPHX,KOAK,2/29/2020
DAL2064,,a4995f,KSEA,KLAS,2/29/2020
DAL1162,,a0d961,KLAX,KJFK,2/29/2020
CPZ5770,,a7e541,KSEA,CYYC,2/29/2020
QXE2302,,a83f30,KSEA,,2/29/2020
AAL662,,a6cc45,KDFW,60CO,2/29/2020
ASA129,,a5320b,KSEA,PANC,2/29/2020
CPZ6044,,a1dc2a,KLAX,KPDX,2/29/2020
AAL46,,ab6380,KORD,EGLL,2/29/2020
BTQ331,,a785a0,KLAX,KMCE,2/29/2020
ASA1041,,a86e85,KSEA,KLAX,2/29/2020
SWA4402,,a19b72,KLAX,CO12,2/29/2020
PAL103,,7583ec,KLAX,RPLL,2/29/2020
SKW3784,,a2f111,KSEA,,2/29/2020
AAL186,,aae960,KPHX,78AR,2/29/2020
SKW3875,,a314d9,KSEA,KBOI,2/29/2020
SWA419,,a2efae,KPHX,KSFO,2/29/2020
SKW3094,,aa4200,KLAX,KFAT,2/29/2020
ANZ1,,c81d7e,KLAX,NZAA,2/29/2020
DAL1332,,aaf87f,KLAX,KSFO,2/29/2020
CKS192,,a2bd19,KDTW,KCVG,2/29/2020
SWA170,,a9d7c1,KLAX,KPHX,2/29/2020
ASA620,,a5db2c,KSEA,KRIR,2/29/2020
UAL2201,,a52c4f,KLAX,KSFO,2/29/2020
SKW3919,,a28812,KSEA,,2/29/2020
QXE2105,,a81f1f,KLAX,KSLC,2/29/2020
SKW3040,,aa3bf0,KPHX,KSBP,2/29/2020
SKW3202,,a993f1,KLAX,,2/29/2020
AAL649,,ad7634,KDFW,KAVQ,2/29/2020
ASA936,,a52e54,KSEA,KPHX,2/29/2020
CPZ6095,,a1ac11,KLAX,KSJC,2/29/2020
CPZ5731,,a80552,KLAX,KSJC,2/29/2020
ASA557,,a29551,KLAX,KPDX,2/29/2020
ASA604,,a4df56,KSEA,KLAS,2/29/2020
UAL1882,,a0f428,KLAX,KEWR,2/29/2020
QXE2490,,a4c0a8,KSEA,KBLI,2/29/2020
SWA2077,,aa9a57,KLAX,KOAK,2/29/2020
ASA470,,a6c6c8,KLAX,KJFK,2/29/2020
SWA1757,,a2e646,KLAX,KSFO,2/29/2020
AAL10,,a014c9,KLAX,KJFK,2/29/2020
GTI397,,a86d51,KORD,KCVG,2/29/2020
AAL981,,a704f9,KLAX,KPHL,2/29/2020
CPZ5735,,a7ddd3,KLAX,KPHX,2/29/2020
ASA10,,a2e806,KSEA,FD83,2/29/2020
ASA117,,a36e61,KSEA,,2/29/2020
ASA1801,,ab97ff,KLAX,KPDX,2/29/2020
SKW3360,,a149c1,KSEA,,2/29/2020
CPZ6043,,a1c229,KLAX,KSAN,2/29/2020
SWA577,,a4e8b4,KPHX,KLAS,2/29/2020
ASA735,,a2ce05,KSEA,PANC,2/29/2020
CPZ6085,,a1d873,KLAX,KSFO,2/29/2020
ASA484,,a6ac39,KLAX,KLAS,2/29/2020
QXE2020,,a51714,KSEA,,2/29/2020
FDX1319,,a0e0fb,KDFW,,2/29/2020
DAL2962,,ac4963,KLAX,KLAS,2/29/2020
QXE2051,,a85931,KSEA,27CL,2/29/2020
SWA2092,,aa9723,KLAX,KSJC,2/29/2020
AAL2237,,acdf9a,KLAX,KMIA,2/29/2020
QXE2357,,a54c11,KSEA,6WA3,2/29/2020
DAL1225,,a42ee9,KLAX,KSAN,2/29/2020
ASH5833,,ac7ad7,KPHX,,2/29/2020
SKW5578,,acd262,KLAX,,2/29/2020
ASA595,,a69f49,KSEA,KBOI,2/29/2020
ASA740,,a30bce,KLAX,KBWI,2/29/2020
ASH5799,,acd143,KPHX,KABQ,2/29/2020
DAL2621,,a06e11,KSEA,KSFO,2/29/2020
SWA2207,,aaa5b8,KLAX,KABQ,2/29/2020
SKW4011,,a30246,KSEA,KPDX,2/29/2020
DAL2379,,a42b32,KSEA,KPDX,2/29/2020
AAL2588,,a657bf,KPHX,KBOS,2/29/2020
BAW268,,406b20,KLAX,EGLL,2/29/2020
DAL803,,a05410,KSEA,KSMF,2/29/2020
JBU988,,addadb,KLAX,KBOS,2/29/2020
ASA79,,a70aa1,KSEA,,2/29/2020
UAL1914,,a94bfc,KIAH,02PR,2/29/2020
ASA865,,a7a4e6,KLAX,KFXE,2/29/2020
ASA608,,a58c2e,KSEA,KLAS,2/29/2020
CPZ6066,,a1a986,KLAX,KSMF,2/29/2020
QXE2860,,a52492,KSEA,,2/29/2020
AAL399,,a19eff,KPHX,MROC,2/29/2020
SKW5501,,a0f70c,KLAX,KSBP,2/29/2020
NKS971,,a8e0a5,KDFW,KPHX,2/29/2020
ASA456,,a29cbf,KSEA,,2/29/2020
QXE2546,,a84e0c,KSEA,,2/29/2020
AAL1439,,a138b8,KPHX,KEWR,2/29/2020
SWA941,,a74a5a,KLAX,KSMF,2/29/2020
SKW2983,,aa2e36,KPHX,KAVQ,2/29/2020
JBU264,,adabfe,KSEA,KJFK,2/29/2020
UAL1009,,a0e751,KIAH,SKMA,2/29/2020
SWA1851,,ad70ba,KPHX,CO12,2/29/2020
ASH5806,,ac7720,KDFW,,2/29/2020
QXE2284,,a822d6,KSEA,MT54,2/29/2020
ASH5801,,acb8a0,KPHX,,2/29/2020
QXE2266,,a87942,KSEA,CYVR,2/29/2020
FDX1825,,a81a76,KLAX,KOAK,2/29/2020
SKW3263,,aa2311,KPHX,KSEZ,2/29/2020
ASA752,,a335ad,KSEA,KSFF,2/29/2020
SKW2985,,a968bb,KPHX,,2/29/2020
QXE2340,,a54fc8,KSEA,,2/29/2020
GTI7159,,a658a1,KORD,KJFK,2/29/2020
NKS310,,a65170,KLAX,KPMP,2/29/2020
ASA995,,a5dee3,KSEA,PANC,2/29/2020
AAL2205,,a07177,KLAX,,2/29/2020
AAL690,,ab7b02,KPHX,KMIA,2/29/2020
DAL2932,,a997cc,KLAX,KBOS,2/29/2020
AAL1280,,ab3214,KPHX,KJFK,2/29/2020
LOT24,,48ae03,KLAX,EPWA,2/29/2020
AAL2455,,a0d19e,KLAX,KBOS,2/29/2020
ASA774,,a2e098,KSEA,KMCF,2/29/2020
AAL1658,,a2aa4a,KPHX,KPHL,2/29/2020
JBU100,,adafb5,KLAX,KFLL,2/29/2020
ASA556,,a54aae,KLAX,KEWR,2/29/2020
ASA392,,a5ec61,KSEA,KPSP,2/29/2020
SKW5583,,abeca0,KLAX,KSMF,2/29/2020
VOI897,,0d0b35,KSEA,,2/29/2020
BTQ496,,ab8941,KDFW,,2/29/2020
JBU136,,a64d4d,KPHX,KJFK,2/29/2020
DAL41,,a96ee7,KLAX,YSSY,2/29/2020
AMX495,,0d08ef,KSEA,,2/29/2020
AAL1763,,ad8c4c,KLAX,KLAS,2/29/2020
RVF846,,ac383b,PANC,6AK3,2/29/2020
DAL2224,,a449af,KSEA,KBOS,2/29/2020
BTQ466,,ab1a2d,KIAH,TS96,2/29/2020
AAL53,,a16037,KLAX,KPHX,2/29/2020
DAL1873,,a434f9,KLAX,KEYE,2/29/2020
AAL600,,acd296,KSEA,KAKH,2/29/2020
DAL623,,a44570,KLAX,KCMH,2/29/2020
DAL1908,,a15397,KLAX,KJFK,2/29/2020
SIA37,,76cce5,KLAX,WSSS,2/29/2020
NKS128,,a8553c,KLAX,KBWI,2/29/2020
CPA883,,780a14,KLAX,VHHH,2/29/2020
UAL398,,aa2bc5,KLAX,KSFO,2/29/2020
UAL1976,,a4dab6,KPHX,KEWR,2/29/2020
UAL2410,,a885f4,KLAX,KISM,2/29/2020
DAL620,,a45091,KSEA,KCVG,2/29/2020
AAL73,,ab7268,KLAX,YSSY,2/29/2020
ASA1400,,ab9bb6,KSEA,KPDX,2/29/2020
DAL1057,,a3725a,KPHX,KATL,2/29/2020
ASA115,,a21ed4,KSEA,PANC,2/29/2020
ASA1094,,a5939c,KSEA,KSFO,2/29/2020
FJI811,,c8809c,KLAX,NZAA,2/29/2020
AAL256,,a78a52,KLAX,KPHL,2/29/2020
UAL2402,,a11f5a,KLAX,KBOS,2/29/2020
SKW5840,,a1b519,KLAX,KSAN,2/29/2020
UAL1695,,a3c3e6,KSEA,KEWR,2/29/2020
DAL1314,,a44cda,KLAX,KCVG,2/29/2020
AAL564,,ad9811,KSEA,KPHL,2/29/2020
UAL98,,a254da,KLAX,YMML,2/29/2020
